变量名,describes,quality,describeStage,triggerTimes,triggerCondition,keyWords,aidID
32713,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#280%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】2回合,3,给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
32714,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的1名虫/钢系精灵添加【助·士兵】2回合,4,系数提升至320%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
32715,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合,5,为己方攻击最高的2名虫/钢系精灵添加【助·士兵】2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
32716,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】>,3271
32717,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合；【助·士兵】会被附加【助·守卫模式】1回合（上限1名）,7,【助·士兵】会被附加【助·守卫模式】1回合（上限1名）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】;【助·守卫模式】>,3271
32718,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合；【助·士兵】会被附加【助·守卫模式】2回合（上限1名）,8,【助·守卫模式】持续时间变为2回合,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】;【助·守卫模式】>,3271
32719,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#320%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合；【助·士兵】会被附加【助·守卫模式】2回合（上限1名），【助·守卫模式】效果变为提升跟随精灵20%伤害减免与免控率，受到攻击时立刻对伤害来源进行攻击（每回合上限3次）,9,【助·守卫模式】效果变为提升跟随精灵20%伤害减免与免控率，受到攻击时立刻对伤害来源进行攻击（每回合上限3次）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】;【助·守卫模式】>,3271
32720,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#360%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合；【助·士兵】会被附加【助·守卫模式】2回合（上限1名），【助·守卫模式】效果变为提升跟随精灵20%伤害减免与免控率，受到攻击时立刻对伤害来源进行攻击（每回合上限3次）,10,系数提升至360%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】;【助·守卫模式】>,3271
32721,#L10#助战技能效果：#L0#对敌方列排造成#C0xE69900#360%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方攻击最高的的2名虫/钢系精灵添加【助·士兵】2回合；【助·士兵】会被附加【助·守卫模式】2回合（上限2名），【助·守卫模式】效果变为提升跟随精灵20%伤害减免与免控率，受到攻击时立刻对伤害来源进行攻击（每回合上限3次）,11,【助·士兵】会被附加【助·守卫模式】2回合（上限2名）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#虫/钢系必杀技时触发,<【助·士兵】;【助·守卫模式】>,3271
36011,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#120%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的妖/草/地系精灵添加【助·活跃模式】2回合,,对敌方全体造成120%特攻加成的特殊伤害，给血量最低的妖/草/地系精灵添加【助·活跃模式】2回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36012,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的妖/草/地系精灵添加【助·活跃模式】2回合,2,系数提升至150%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36013,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#150%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】2回合,3,【助·活跃模式】单位提升至2名,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36014,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】2回合,4,系数提升至180%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36015,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合,5,【助·活跃模式】回合提升至3回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36016,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36017,#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合;【助·活跃模式】附带10%伤害减免,7,【助·活跃模式】附带10%伤害减免,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36018,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合;【助·活跃模式】附带10%伤害减免,【助·活跃模式】行动前恢复自身12%最大血量",8,【助·活跃模式】行动前恢复自身12%最大血量,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36019,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#180%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合;【助·活跃模式】附带10%伤害减免,【助·活跃模式】行动前恢复自身12%最大血量，【助·活跃模式】的异常效果抵抗提升至20%",9,【助·活跃模式】的异常效果抵抗提升至20%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36020,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合;【助·活跃模式】附带10%伤害减免,【助·活跃模式】行动前恢复自身12%最大血量，【助·活跃模式】的异常效果抵抗提升至20%",10,系数提升至210%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36021,"#L10#助战技能效果：#L0#对敌方全体造成#C0x3D8A99#210%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，给血量最低的2名妖/草/地系精灵添加【助·活跃模式】3回合;【助·活跃模式】附带15%伤害减免,【助·活跃模式】行动前恢复自身12%最大血量，【助·活跃模式】的异常效果抵抗提升至20%",11,【助·活跃模式】附带的伤害减免提升至15%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#妖精系必杀技时触发,<【助·活跃模式】>,3601
36111,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#350%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机1个敌方添加【助·生命诅咒】1回合,,对敌方单体造成350%特攻加成的特殊伤害，并为随机1个敌方添加【助·生命诅咒】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36112,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#400%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机1个敌方添加【助·生命诅咒】1回合,2,系数提升至400%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36113,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#400%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】1回合,3,为随机2个敌方添加【助·生命诅咒】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36114,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】1回合,4,系数提升至450%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36115,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合,5,【助·生命诅咒】持续回合+1,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36116,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36117,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合，【助·生命诅咒】转化的伤害系数变为70%,7,【助·生命诅咒】转化的伤害系数变为70%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36118,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合，【助·生命诅咒】转化的伤害系数变为100%,8,【助·生命诅咒】转化的伤害系数变为100%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36119,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#450%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合，【助·生命诅咒】转化的伤害系数变为100%；【助·生命诅咒】期间降低目标5%生命上限,9,【助·生命诅咒】期间降低目标5%生命上限,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36120,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#500%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合，【助·生命诅咒】转化的伤害系数变为100%；【助·生命诅咒】期间降低目标5%生命上限,10,系数提升至500%,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
36121,#L10#助战技能效果：#L0#对敌方单体造成#C0x3D8A99#500%特攻#C0x5B545B#+$(skillLevel*4*36*2)$的#C0xF13B54#特殊伤害#C0x5B545B#，并为随机2个敌方添加【助·生命诅咒】2回合，【助·生命诅咒】转化的伤害系数变为100%；【助·生命诅咒】期间降低目标10%生命上限,11,【助·生命诅咒】期间降低目标10%生命上限,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#恶/飞行系精灵释放必杀技时触发,<【助·生命诅咒】>,3611
41211,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#350%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方血量最低的1名格斗/幽灵系精灵添加【助·招架姿态】1回合,,对敌方单体造成350%物攻加成的物理伤害，给己方血量最低的1名格斗/幽灵系精灵添加【助·招架姿态】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41212,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#400%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方血量最低的1名格斗/幽灵系精灵添加【助·招架姿态】1回合,2,系数提升至400%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41213,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#400%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方血量最低的2名格斗/幽灵系精灵添加【助·招架姿态】1回合,3,为己方血量最低的2名精灵添加【助·招架姿态】1回合,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41214,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#450%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，给己方血量最低的2名格斗/幽灵系精灵添加【助·招架姿态】1回合,4,系数提升至450%,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41215,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#450%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，【助·招架姿态】效果变为提升30%抵御率与20%伤害减免，给己方血量最低的2名格斗/幽灵系精灵添加【助·招架姿态】1回合,5,【助·招架姿态】效果变为提升30%抵御率与20%伤害减免,#L10#助战触发次数：#L0#1次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41216,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#450%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，【助·招架姿态】效果变为提升30%抵御率与20%伤害减免，给己方血量最低的2名格斗/幽灵系精灵添加【助·招架姿态】1回合,6,助战次数上限+1,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】>,4121
41217,#L10#助战技能效果：#L0#对敌方单体造成#C0xE69900#450%物攻#C0x5B545B#+$(skillLevel*4*50*2)$的#C0xF13B54#物理伤害#C0x5B545B#，【助·招架姿态】效果变为提升30%抵御率与20%伤害减免，给己方血量最低的2名格斗/幽灵系精灵添加【助·招架姿态】1回合，敌方攻击拥有【助·招架姿态】的精灵会被附加【助·记仇】1回合（上限两名）,7,敌方攻击拥有【助·招架姿态】的精灵会被附加【助·记仇】1回合（上限两名）,#L10#助战触发次数：#L0#2次,#L10#助战触发条件：#L0#格斗/幽灵系必杀技时触发,<【助·招架姿态】;【助·记仇】>,4121
