变量名,name,desc,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
默认值,"""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任务描述,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
1012,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<10;13;17>,50,1,{5=1},50
1013,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<10;17;5>,50,2,{8=2},50
1014,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<65;69>,{gold=28500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<13;17;5>,50,3,{3=2},50
1015,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<2;8;16>,50,1,{5=2},50
1016,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<2;11;17>,50,2,{8=2},50
1017,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<65;69>,{gold=38000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<4;10;15>,50,3,{3=2},50
1018,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<13;5;11>,50,1,{5=2},50
1019,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<17;5;14>,50,2,{8=2},50
1020,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<65;69>,{gold=47500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<17;11;6>,50,3,{3=2},50
1021,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<1;11;17>,50,1,{6=1},50
1022,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<6;11;16>,50,2,{9=1},50
1023,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<70;74>,{gold=21000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<5;11;14>,50,3,{2=1},50
1024,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<5;14;12>,50,1,{6=1},50
1025,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<11;6;12>,50,2,{9=1},50
1026,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<70;74>,{gold=26250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<5;7;13>,50,3,{2=1},50
1027,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;8;13>,50,1,{6=2},50
1028,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<11;12;16>,50,2,{9=2},50
1029,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<70;74>,{gold=31500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<14;12;18>,50,3,{3=2},50
1030,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<14;16;18>,50,1,{6=2},50
1031,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<2;8;15>,50,2,{9=2},50
1032,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<70;74>,{gold=42000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<6;12;16>,50,3,{3=2},50
1033,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<6;16;18>,50,1,{6=3},50
1034,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<12;16;18>,50,2,{9=3},50
1035,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<70;74>,{gold=52500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<3;11;16>,50,3,{3=3},50
1036,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<7;13;5>,50,1,{6=1},50
1037,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<1;11;15>,50,2,{9=1},50
1038,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<75;79>,{gold=23000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<5;7;17>,50,3,{2=1},50
1039,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<3;8;18>,50,1,{6=1},50
1040,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<10;13;17>,50,2,{9=1},50
1041,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<75;79>,{gold=28750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<10;17;5>,50,3,{2=1},50
1042,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<13;17;5>,50,1,{6=2},50
1043,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<2;8;16>,50,2,{9=2},50
1044,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<75;79>,{gold=34500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<2;11;17>,50,3,{3=2},50
1045,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<4;10;15>,50,1,{6=2},50
1046,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<13;5;11>,50,2,{9=2},50
1047,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<75;79>,{gold=46000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<17;5;14>,50,3,{3=2},50
1048,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<17;11;6>,50,1,{6=3},50
1049,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<1;11;17>,50,2,{9=3},50
1050,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<75;79>,{gold=57500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<6;11;16>,50,3,{3=3},50
1051,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<5;11;14>,45,1,{7=1},55
1052,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<5;14;12>,45,2,{10=1},55
1053,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<80;84>,{gold=25000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<11;6;12>,45,3,{2=1},55
1054,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<5;7;13>,45,1,{7=1},55
1055,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<2;8;13>,45,2,{10=1},55
1056,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<80;84>,{gold=31250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<11;12;16>,45,3,{2=1},55
1057,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<14;12;18>,45,1,{7=2},55
1058,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<14;16;18>,45,2,{10=2},55
1059,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<80;84>,{gold=37500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<2;8;15>,45,3,{3=2},55
1060,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<6;12;16>,45,1,{7=2},55
1061,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<6;16;18>,45,2,{10=2},55
1062,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<80;84>,{gold=50000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<12;16;18>,45,3,{3=2},55
1063,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<3;11;16>,45,1,{7=3},55
1064,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<7;13;5>,45,2,{10=3},55
1065,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<80;84>,{gold=62500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<1;11;15>,45,3,{3=3},55
1066,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<5;7;17>,45,1,{7=1},55
1067,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<3;8;18>,45,2,{10=1},55
1068,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<85;89>,{gold=27000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<10;13;17>,45,3,{2=1},55
1069,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<10;17;5>,45,1,{7=1},55
1070,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<13;17;5>,45,2,{10=1},55
1071,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<85;89>,{gold=33750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<2;8;16>,45,3,{2=1},55
1072,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;11;17>,45,1,{7=2},55
1073,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<4;10;15>,45,2,{10=2},55
1074,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<85;89>,{gold=40500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<13;5;11>,45,3,{3=2},55
1075,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<17;5;14>,45,1,{7=2},55
1076,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<17;11;6>,45,2,{10=2},55
1077,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<85;89>,{gold=54000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<1;11;17>,45,3,{3=2},55
1078,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<6;11;16>,45,1,{7=3},55
1079,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<5;11;14>,45,2,{10=3},55
1080,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<85;89>,{gold=67500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<5;14;12>,45,3,{3=3},55
1081,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<11;6;12>,45,1,{8=1},55
1082,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<5;7;13>,45,2,{11=1},55
1083,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<90;94>,{gold=29000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<2;8;13>,45,3,{2=1},55
1084,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;900=3},<0.5;0.7>,3,<11;12;16>,45,1,{8=1},55
1085,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<14;12;18>,45,2,{11=1},55
1086,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<90;94>,{gold=36250;2101=4},{2101=2;451=6},<0.5;0.7>,3,<14;16;18>,45,3,{2=1},55
1087,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<90;94>,{gold=43500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<2;8;15>,45,1,{8=2},55
1088,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<90;94>,{gold=43500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<6;12;16>,45,2,{11=2},55
1089,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<90;94>,{gold=43500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<6;16;18>,45,3,{3=2},55
1090,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<90;94>,{gold=58000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<12;16;18>,45,1,{8=2},55
1091,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<90;94>,{gold=58000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<3;11;16>,45,2,{11=2},55
1092,Private Investigator,The villagers privately requested help from the trainers to investigate the whereabouts of their missing partners.,4,15,240,<90;94>,{gold=58000;2102=4},{2102=10;gold=20000},<0.9;1.1>,4,<7;13;5>,45,3,{3=2},55
1093,Alola Investigation,Dispatch Pokémons to Alola region and find out whether there are wild Mews in the area.,5,15,300,<90;94>,{gold=72500;2103=2},{2103=1;rmb=100},<1.1;1.3>,4,<1;11;15>,45,1,{8=3},55
1094,Soothe the Pokémon,Soothe the Pokémons that hinders the citizens from traveling around in this city.,5,15,300,<90;94>,{gold=72500;2103=2},{2103=1;521=1},<1.1;1.3>,4,<5;7;17>,45,2,{11=3},55
1095,Kiwifruit,Form a team of Pokémons to explore the forest and find kiwifruits.,5,15,300,<90;94>,{gold=72500;2103=2},{2103=1;501=1},<1.1;1.3>,4,<3;8;18>,45,3,{3=3},55
1096,Eliminate pests,There's a pest infestation in the forest recently and there's a need for trainers to clear them with their Pokémons,1,0,60,<95;99>,{gold=31000;2101=2},{2101=1;900=1},<0.4;0.6>,3,<10;13;17>,45,1,{8=1},55
1097,Pick berries,It's the season of berries again! Organize an outing with the Pokémons to pick the berries!,1,0,60,<95;99>,{gold=31000;2101=2},{2101=1;5000=2},<0.4;0.6>,3,<10;17;5>,45,2,{11=1},55
1098,Waste sorting,Let's sort the waste in order to protect our environment.,1,0,60,<95;99>,{gold=31000;2101=2},{2101=1;451=3},<0.4;0.6>,3,<13;17;5>,45,3,{2=1},55
1099,Missing Pokémon,The trainer in town has lost his Pokémon. Help him find it.,2,0,120,<95;99>,{gold=38750;2101=4},{2101=2;900=3},<0.5;0.7>,3,<2;8;16>,45,1,{8=1},55
1100,Spiritual Mentor,Use Pokémons to comfort the lost villagers and relief the depressing mood.,2,0,120,<95;99>,{gold=38750;2101=4},{2101=2;5000=3},<0.5;0.7>,3,<2;11;17>,45,2,{11=1},55
1101,Help to find Pokémon,Help rookie trainers train their Pokémons.,2,0,120,<95;99>,{gold=38750;2101=4},{2101=2;451=6},<0.5;0.7>,3,<4;10;15>,45,3,{2=1},55
1102,Catch the criminal,The police have found a Pokémon thief who has been wanted for years. Assist the police in their arrest!,3,0,180,<95;99>,{gold=46500;2102=2},{2102=1;900=3},<0.6;0.8>,3,<13;5;11>,45,1,{8=2},55
1103,Protect the villagers,The wild Pokémons have often attacked the villagers in the town. Go and protect the villagers!,3,0,180,<95;99>,{gold=46500;2102=2},{2102=1;5000=3},<0.6;0.8>,3,<17;5;14>,45,2,{11=2},55
1104,Follow the target,The police asked the trainer to assist in tracking the targets and reporting their whereabouts.,3,0,180,<95;99>,{gold=46500;2102=2},{2102=1;451=9},<0.6;0.8>,3,<17;11;6>,45,3,{3=2},55
1105,Escort the Professor,The professor has requested the Trainers Association to protect him and ensure his safe arrival at the destination.,4,15,240,<95;99>,{gold=62000;2102=4},{2102=2;29001=2},<0.9;1.1>,4,<1;11;17>,45,1,{8=2},55
1106,Escort the Document,The mysterious organization requested for a trainer to protect and deliver the confidential documents.,4,15,240,<95;99>,{gold=62000;2102=4},{2102=2;522=1},<0.9;1.1>,4,<6;11;16>,45,2,{11=2},55
