变量名,name,easyEffectFunc,time,immuneType,overlayLimit,overlayType,combineArgs,groupPower,skillTimePos,equipBond,isShow,group,immuneBuff,dispelBuff,dispelType,specialVal,triggerBehaviors,specialEffect,specialTarget,triggerPriority
40041700,Samurai Helmet,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{bond=1;caster=1;value=0;holder=1;cfgId=40041701}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{bond=1;caster=2;value=8;holder=1;cfgId=40041702}>;<{bond=1;caster=2;value=8;holder=1;cfgId=40041703}>>;onSomeFlag=<target:inField()>;triggerPoint=13;effectFuncs=<castBuff;castBuff>}},,,
40041701,Samurai Helmet,protector,99,,1,1,TRUE,,,TRUE,TRUE,<123;34;36>,,,,,,{0=1002},,
40041702,Samurai Helmet,attack,,,99,2,TRUE,,,TRUE,,<20;21;34;36>,,,,,,,,
40041703,Samurai Helmet,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
40041800,Mask of Pain,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40041801}>;<{caster=1;value=0;holder=1;cfgId=40041804}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
40041801,Mask of Pain,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=1;holder={process=field;input=enemyForce|nodead};cfgId=40041803}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff>}}",,,
40041803,Mask of Pain,broken,,,1,1,TRUE,,,,,<121>,,,,,,,,
40041804,Mask of Pain,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=40041805;value=0;holder=18;prob=1}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40041805,Mask of Pain,,99,,,,,,,,,,<100021>,,,,,,,
40041900,Gracidea Flower,,99,,1,1,,,,TRUE,,,,,,,"{1={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=40041901}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=40041901}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=14;effectFuncs=<castBuff>};3={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=40041901}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=15;effectFuncs=<castBuff>};4={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=40041901}>>;onSomeFlag=<target:inField() and hasIntersection(trigger:group(),list(27,17,13,23)) and target:attack()~=target:hp()>;triggerPoint=16;effectFuncs=<castBuff>};5={funcArgs=<<{caster=2;value=target:hp()-target:attack();holder=1;cfgId=40041901}>>;onSomeFlag=<target:inField() and target:attack()~=target:hp()>;triggerPoint=33;effectFuncs=<castBuff>}}",,,
40041901,Gracidea Flower,attack,,,99,2,TRUE,,,TRUE,,,,,,,,,,
40042000,Vanishing Crown,,99,,1,,,,,TRUE,,<114>,,,,,{1={funcArgs=<<{caster=2;value=0;holder=4;cfgId=40042001}>>;triggerPoint=205;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=4;cfgId=40042001}>>;triggerPoint=204;effectFuncs=<castBuff>}},,,
40042001,Vanishing Crown,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
40042100,Flame Orb,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40042101,Flame Orb,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=target:attack();holder={process=field|random(1);input=enemyForce|nodead};cfgId=40042102}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff>}}",,,
40042102,Flame Orb,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
40042200,Swift Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042201}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40042201,Swift Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=40042202;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40042202,Swift Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=40042203;value=0;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff>}}",,,
40042203,Swift Bell,newAction,,,99,2,TRUE,,,,,,,,,,,,,
40042300,Sturdy Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042301}>;<{caster=1;value=0;holder=1;cfgId=40042304}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
40042301,Sturdy Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=40042302;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40042302,Sturdy Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=40042303;value=8;holder=2;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff>}}",,,
40042303,Sturdy Bell,defence,,,99,2,TRUE,,,,,<20;22;34;36>,,,,,,,,
40042304,Sturdy Bell,shieldEX,,,1,1,TRUE,,,TRUE,TRUE,<132;34;36>,,,,,,{0=1016},,
40042400,Bond Bell,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40042401,Bond Bell,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=1;cfgId=40042402;value=0;holder=18;prob=(target2:team()==target:team()) and  1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40042402,Bond Bell,,99,,99,2,,,,TRUE,,,,,,,"{1={funcArgs=<<{ignoreAura=1;cfgId=40042403;value=5;holder=2;caster=2}>;<{ignoreAura=1;cfgId=40042403;value=5;holder=1;caster=2}>>;onSomeFlag=<less(target:attack(),self:attack())>;triggerPoint=231;effectFuncs=<castBuff;castBuff>}}",,,
40042403,Bond Bell,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
40042500,Ghost Hand Gloves,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40042501}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=1;cfgId=40042502}>>;triggerPoint=19;effectFuncs=<castBuff>}},,,
40042501,Ghost Hand Gloves,quickStrike,,,1,1,TRUE,,,TRUE,,<129;34;36>,,,,<holder:hasBuffGroup(124)>,,,,
40042502,Ghost Hand Gloves,stealth,,,1,,TRUE,,,,TRUE,<124;34;36>,,,,,,{0=1004},,
40042600,Salty Fish Spine,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042601}>>;onSomeFlag=<target:inField()>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40042601,Salty Fish Spine,auraEffect,99,,1,1,TRUE,,,TRUE,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=40042602;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40042602,Salty Fish Spine,,,,99,2,,,,TRUE,,,,,,,{1={funcArgs=<<{ignoreAura=1;cfgId=40042603;value=self:attack();holder=1;caster=2}>;<{ignoreAura=1;cfgId=40042604;value=self:hpMax();holder=1;caster=2}>;<{caster=2;value=<2>;holder=2;cfgId=100040}>>;delSelfWhenTriggered=1;onSomeFlag=<inBattle()>;triggerPoint=22;effectFuncs=<castBuff;castBuff;castBuff>}},,,
40042603,Salty Fish Spine,attack,,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
40042604,Bond Bell,hpMax,,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
40042700,Ingenious Soul Core,,99,,1,1,,,,TRUE,,<120>,,,,,"{1={funcArgs=<<2>;<{caster=1;value=20;holder=1;cfgId=40042701}>;<{caster=1;value=0;holder={process=field|random(1);input=selfForce|nodead};cfgId=40042702}>>;onSomeFlag=<target:inField() and moreE(target:hp(),target:hpMax())>;triggerPoint=13;effectFuncs=<playEffect;castBuff;castBuff>}}",,,
40042701,Ingenious Soul Core,defence,,,99,2,TRUE,,,,,<10;12;34;36>,,,,,,,,
40042702,Ingenious Soul Core,newAction,,,1,1,TRUE,,,,,,,,,,,,,
40042800,Lunar Flute,,99,,1,1,,,,TRUE,,<120>,,,,,{1={funcArgs=<<2>;<{caster=1;value=<list(204);1>;holder=1;cfgId=40042801}>>;onSomeFlag=<target:inField()>;triggerPoint=204;effectFuncs=<playEffect;castBuff>}},,,
40042801,Lunar Flute,addTriggerTimes,,,1,1,,,,,,,,,,,,,,
40042900,Chaos Magicube,,99,,1,,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40042901}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40042901,Chaos Magicube,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,"{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=100;holder={process=field|random(1);input=enemyForce|nodead};cfgId=40042902}>;<{caster=2;value=100;holder=2;cfgId=40042902}>>;onSomeFlag=<target:inField() and more(target:attack(),0)>;triggerPoint=99;effectFuncs=<castBuff;castBuff>}}",,,
40042902,Chaos Magicube,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,,,,
40043000,Ultranecrozium Z,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0.5;holder=1;cfgId=40043001}>>;triggerPoint=5;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=2*(target:getBuff(40043001):getValue());holder={process=field|random(1);input=enemyForce|nodead};cfgId=40043002}>>;triggerPoint=14;effectFuncs=<castBuff>}},,,
40043001,Ultranecrozium Z,,,,1,1,,,,TRUE,,,,,,,,,,
40043002,Ultranecrozium Z,buffDamage,,,1,1,,,,TRUE,,<30>,,,,<{processId=4}>,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=buff:getValue();holder=2;cfgId=40043001}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40043100,Gene Miasma,,99,,1,1,,,,TRUE,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=40043101}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
40043101,Gene Miasma,specialAction,99,,1,1,TRUE,,,TRUE,,,,,,,{0={triggerPoint=1};1={funcArgs=<<{caster=2;value=<target:unitID();target:star();0;<40043103>>;holder=1;cfgId=40043102}>>;onSomeFlag=<target:inField()>;triggerPoint=99;effectFuncs=<castBuff>}},,,
40043102,Gene Miasma,summon,,,1,1,,,,,,<112>,,,,,,,,
40043103,Gene Miasma,oneHitKill,,,1,,,,,,TRUE,<144;34;35>,,,,,,{0=1009},,
50000100,Evolution(Tutorial),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{cfgId=50000102;prob=selfTrainer:hasBuff(50000101) and 1 or 0;value=<300004;300004;300004>;holder=3;caster=1}>;<{cfgId=50000101;prob=selfTrainer:hasBuff(50000101) and 0 or 1;value=<300009;300009;300009>;holder=3;caster=1}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
50000101,Discover,find,99,,99,2,,,,,,,,,,<1>,,,,
50000102,Discover,find,99,,99,2,,,,,,,,,,<1>,,,,
50100100,Battle Spirit (Main Buff),,99,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<501001>;holder=3;cfgId=100070}>;<{caster=2;value=3;holder={process=field;input=selfForce|nodead};cfgId=50100101}>;<{caster=2;value=3;holder={process=field;input=selfForce|nodead};cfgId=50100102}>>;triggerPoint=5;effectFuncs=<castBuff;castBuff;castBuff>}},,,
50100101,+Attack,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
50100102,+HP,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
50100200,(Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=10;holder=1;cfgId=50100201}>;<{caster=2;value=10;holder=1;cfgId=50100202}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
50100201,+Attack,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
50100202,+HP,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
50100300,(Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=3;holder=1;cfgId=50100301}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50100301,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
50100400,(Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=3;holder=1;cfgId=50100401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50100401,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
50100500,(Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=3;holder=1;cfgId=50100501}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50100501,Permanent +Armor,defence,99,,99,2,TRUE,,,,,<10;12;34;36>,,,,,,,,
50100600,Trainer (Main Buff),,99,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<501006>;holder=3;cfgId=100070}>;<{caster=2;value=2;holder={process=field;input=selfForce|nodead};cfgId=50100601}>;<{caster=2;value=2;holder={process=field;input=selfForce|nodead};cfgId=50100602}>>;triggerPoint=8;effectFuncs=<castBuff;castBuff;castBuff>}},,,
50100601,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
50100602,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
50101000,Trainer (Main Buff),,99,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<501010>;holder=3;cfgId=100070}>;<{caster=2;value=2;holder={process=hand;input=selfForce|nodead};cfgId=50101001}>;<{caster=2;value=2;holder={process=hand;input=selfForce|nodead};cfgId=50101002}>>;triggerPoint=9;effectFuncs=<castBuff;castBuff;castBuff>}},,,
50101001,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
50101002,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
50101100,New Year Limited · New,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<1>;holder=1;cfgId=50101101}>>;triggerPoint=5;effectFuncs=<castBuff>};2={funcArgs=<<{caster=2;value=0;holder=3;cfgId=50101102}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50101101,New Year Limited,actionTimes,,,1,1,TRUE,,,,,<137>,,,,,,,,
50101102,New Marker,,99,,1,,,,,,,<51>,,,,,,,,
50200100,Rainbow (Main Buff),,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{prob=more(countObj(""nature"",target:team(),list(1)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(2)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(3)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(4)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(5)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(6)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(7)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(8)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(9)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(10)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(11)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(12)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(13)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(14)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(15)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(16)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(17)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>;<{prob=more(countObj(""nature"",target:team(),list(18)),0) and 1 or 0;cfgId=50200101;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>}}",,,
50200101,Transition (Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=1;holder=1;cfgId=50200102}>;<{caster=2;value=1;holder=1;cfgId=50200103}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
50200102,Permanent +Attack,attack,99,,99,2,TRUE,,,,,<10;11;34;36>,,,,,,,,
50200103,Permanent +HP,hpMax,99,,99,2,TRUE,,,,,<10;13;34;36>,,,,,,,,
50200200,Prophecy · Victory (Main Buff),,2,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<2>;holder=3;cfgId=50200201}>;<{prob=selfTrainer:hasBuffGroup(51) and 1 or 0;cfgId=50200203;value=0;holder=3;caster=1}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>};2={funcArgs=<<{caster=1;value=<502002>;holder=3;cfgId=100070}>;<{caster=1;value=6;holder=3;cfgId=50200202}>>;triggerPoint=7;effectFuncs=<castBuff;castBuff>}},,,
50200201,Trainer Damage +2,addTrainerAttack,,,99,2,,,,,,,,,,,,,,
50200202,Gain Coins,gainGold,,,99,2,,,,,,,,,,,,,,
50200203,Year Marker,,99,,1,,,,,,,<52>,,,,,,,,
50200300,Prophecy · Bane (Main Buff),,2,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<2>;holder=3;cfgId=50200301}>>;triggerPoint=1;effectFuncs=<castBuff>};2={funcArgs=<<{caster=1;value=<502003>;holder=3;cfgId=100070}>;<{caster=1;value=6;holder=3;cfgId=50200302}>>;triggerPoint=8;effectFuncs=<castBuff;castBuff>}},,,
50200301,Trainer Damage -2,reduceTrainerTakeDamage,,,99,2,,,,,,,,,,,,,,
50200302,Gain Coins,gainGold,,,99,2,,,,,,,,,,,,,,
50200400,Defense Mod (Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=1;holder=1;cfgId=50200401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50200401,Transition (Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{prob=target2:hasBuffGroup(123) and 1 or 0;cfgId=50200403;value=0;holder=1;caster=2}>;<{prob=not target2:hasBuffGroup(123) and not target2:hasBuff(50200403) and 1 or 0;cfgId=50200402;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
50200402,Guard,protector,99,,1,1,TRUE,,,,TRUE,<123;34;36>,,,,,,{0=1002},,
50200403,Remove Guard,,,,1,1,,,,,,,,<123>,<2;99>,,,,,
50200500,Offense Mod (Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=1;holder=1;cfgId=50200501}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50200501,Transition (Main Buff),,,,99,2,,,,,,,,,,,{1={funcArgs=<<{prob=target2:hasBuffGroup(154) and 1 or 0;cfgId=50200503;value=0;holder=1;caster=2}>;<{prob=not target2:hasBuffGroup(154) and not target2:hasBuff(50200503) and 1 or 0;cfgId=50200502;value=0;holder=1;caster=2}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}},,,
50200502,Assault,strike,99,,1,1,TRUE,,,,TRUE,<154;34;36>,,,,,,{0=1001},,
50200503,Remove Guard,,,,1,1,,,,,,,,<154>,<2;99>,,,,,
50200600,Escape Rope,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<999>;holder=3;cfgId=50200601}>;<{caster=1;value=<999>;holder=17;cfgId=50200601}>>;triggerPoint=5;effectFuncs=<castBuff;castBuff>}},,,
50200601,Escape Rope,reduceTrainerTakeDamage,,,99,2,,,,,,,,,,,,,,
50200700,Rare Candy,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<2>;holder=1;cfgId=50200701}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50200701,Rare Candy,setStar,,,1,1,,,,,,,,,,,,,,
50200800,Haggle,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=<-1>;holder=1;cfgId=50200801}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50200801,Haggle,sell,,,99,2,,,,,,,,,,,,,,
50200900,United We Stand,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=<502009>;holder=3;cfgId=100070}>;<{bond=1;caster=2;value=2*countObj(""all"",target:team());holder=4;cfgId=50200901}>;<{bond=1;caster=2;value=2*countObj(""all"",target:team());holder=4;cfgId=50200902}>>;triggerPoint=5;effectFuncs=<castBuff;castBuff;castBuff>}}",,,
50200901,United We Stand,attack,,,99,2,TRUE,,,,,<20;21;34;36>,,,,,,,,
50200902,United We Stand,hpMax,,,99,2,TRUE,,,,,<20;23;34;36>,,,,,,,,
50201200,Magnifier II,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=makeCardPool(1,numArray(1,18),list(1),list(1,2,3));holder=3;cfgId=50201201}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
50201201,Discover,find,,,99,2,,,,,,,,,,<1>,,,,
50300100,Blacksmith,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=makeCardPool(1,numArray(1,18),numArray(1,shopLevel()-1),list(2));holder=3;cfgId=50300101}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
50300101,Discover,find,,,99,2,,,,,,,,,,<1>,,,,
50300200,Clone,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=list(list(target:unitID()),1);holder=3;cfgId=50300201}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
50300201,Gain Card,getCard,,,1,1,,,,,,,,,,,,,,
50300400,Reclaimer,,,,1,1,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=1;cfgId=50300401}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50300401,Reclaimer,backToHand,,,1,1,,,,,,,,,,,,,,
50300500,Bug Spray,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=<503005>;holder=3;cfgId=100070}>;<{caster=1;value=8;holder={process=field;input=enemyForce|nodead};cfgId=50300501}>>;triggerPoint=5;effectFuncs=<castBuff;castBuff>}},,,
50300501,Skill Damage,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
50300600,First Aid,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=moreE(selfTrainer:hp(),5) and 1 or 5;holder=3;cfgId=50300601}>;<{prob=selfTrainer:hasBuffGroup(52) and 1 or 0;cfgId=50300602;value=0;holder=3;caster=1}>>;triggerPoint=1;effectFuncs=<castBuff;castBuff>}}",,,
50300601,First Aid,changeTrainerHp,,,99,2,,,,,,,,,,,,,,
50300602,Fast Marker,,99,,1,,,,,,,<53>,,,,,,,,
50300700,Landmine,,,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=1;value=0;holder=3;cfgId=50300701}>>;triggerPoint=5;effectFuncs=<castBuff>}},,,
50300701,Landmine,auraEffect,,,99,2,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=2;caster=2;cfgId=50300702;value=0;holder=18;prob=(target2:team()~=self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
50300702,Landmine,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<503007>;holder=3;cfgId=100070}>;<{caster=1;value=target:attack();holder=1;cfgId=50300703}>>;onSomeFlag=<moreE(target:attack(),100)>;triggerPoint=10;effectFuncs=<castBuff;castBuff>}}",,,
50300703,Landmine,buffDamage,,,1,1,,,,,,<30>,,,,<{processId=4}>,,,,
50300900,Magnifying Flashlight,,99,,99,2,,,,,,,,,,,{1={funcArgs=<<{caster=2;value=0;holder=3;cfgId=50300901}>>;triggerPoint=1;effectFuncs=<castBuff>}},,,
50300901,Magnifying Flashlight,auraEffect,99,,99,2,TRUE,,,,,<116>,,,,,{1={funcArgs=<<{bond=1;caster=2;cfgId=50300902;value=0;holder=18;prob=(target2:team()==self:team()) and 1 or 0}>>;triggerPoint=99;effectFuncs=<castBuff>}},,,
50300902,Magnifying Flashlight,,99,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=2;value=<503009>;holder=3;cfgId=100070}>;<{ignoreAura=1;cfgId=50300903;prob=hasIntersection(trigger:group(),list(11)) and 1 or 0;value=2;holder=1;caster=2}>;<{ignoreAura=1;cfgId=50300904;prob=hasIntersection(trigger:group(),list(12)) and 1 or 0;value=2;holder=1;caster=2}>;<{ignoreAura=1;cfgId=50300905;prob=hasIntersection(trigger:group(),list(13)) and 1 or 0;value=2;holder=1;caster=2}>>;onSomeFlag=<not inBattle() and target:inField() and hasIntersection(trigger:group(),list(11,12,13))>;triggerPoint=16;effectFuncs=<castBuff;castBuff;castBuff;castBuff>}}",,,
50300903,Magnifying Flashlight,attack,99,,99,2,TRUE,,,,,<10;34;36>,,,,,,,,
50300904,Magnifying Flashlight,defence,99,,99,2,TRUE,,,,,<10;34;36>,,,,,,,,
50300905,Magnifying Flashlight,hpMax,99,,99,2,TRUE,,,,,<10;34;36>,,,,,,,,
50301100,Magnifier III,,,,99,2,,,,,,,,,,,"{1={funcArgs=<<{caster=1;value=makeCardPool(1,numArray(1,18),list(2),list(1,2,3));holder=3;cfgId=50301101}>>;triggerPoint=1;effectFuncs=<castBuff>}}",,,
