变量名,layer,x,z1,flipX,z,y,anchorY,anchorX,scale,res,scene
610228,panelOuter,-1221,,,,2034,,,0.9,img_shu15.png,6
610229,panelOuter,372,,,,2575,,,0.8,img_shu13.png,6
610230,panelOuter,2716,,1,,1842,,,,img_shu12.png,6
610231,panelOuter,2830,,,,1320,,,0.9,img_shu12.png,6
610232,panelOuter,681,,1,,1833,,,0.9,img_shu14.png,6
610233,panelOuter,3823,,,0,1626,,,,img_shu13.png,6
610234,panelOuter,3572,,1,,-184,,,,img_shu12.png,6
610235,panelOuter,3682,,,,-1144,,,,img_shu13.png,6
610236,panelOuter,3775,,,,-1256,,,0.9,img_shu13.png,6
610237,panelOuter,3248,,,0,-1501,,,,img_gc1.png,6
610238,panelOuter,2486,,,,-2274,,,0.8,img_shu12.png,6
610239,panelOuter,1866,,,,-1949,,,0.8,img_shu12.png,6
610240,panelOuter,2103,,,,-1498,,,,img_shu12.png,6
610241,panelOuter,1915,,,,-1810,,,0.9,img_shu13.png,6
610242,panelOuter,1011,,,1,-1653,,,0.9,img_shu13.png,6
610243,panelOuter,-1766,,,,-2334,,,0.8,img_shu13.png,6
610244,panelOuter,-1709,,,,-2483,,,0.9,img_shu13.png,6
610245,panelOuter,-1422,,,,-1937,,,0.8,img_shu13.png,6
610246,panelOuter,3686,,,,1110,,,0.9,img_shu12.png,6
610247,panelOuter,-1700,,,,-1676,,,0.8,img_shu13.png,6
610248,panelOuter,-1457,,,,2152,,,,img_gc1.png,6
610249,panelOuter,3398,,,,1072,,,0.9,img_shu13.png,6
610250,panelOuter,3508,,,,1289,,,,img_shu12.png,6
610251,panelOuter,4043,,1,,1142,,,0.9,img_shu12.png,6
610252,panelOuter,3273,,,,1162,,,0.8,img_shu13.png,6
610253,panelOuter,3352,,,,1215,,,0.9,img_shu13.png,6
610254,panelOuter,-2408,,,,1519,,,0.9,img_shu12.png,6
610255,panelOuter,-2820,,,,1747,,,0.8,img_shu13.png,6
610256,panelOuter,-2649,,,,1923,,,0.8,img_shu13.png,6
610257,panelOuter,2859,,,,1396,,,0.7,img_shu12.png,6
610258,panelOuter,3677,,,,-142,,,0.8,img_shu13.png,6
610259,panelOuter,4054,,,,-1350,,,0.8,img_shu13.png,6
610260,panelOuter,3287,,,,-1671,,,0.9,img_shu13.png,6
610261,panelOuter,2576,,,,-2467,,,0.8,img_shu13.png,6
610262,panelOuter,2207,,,,-2125,,,0.8,img_shu12.png,6
610263,panelOuter,2026,,1,,-1999,,,0.8,img_shu12.png,6
610264,panelOuter,1840,,,,-1434,,,0.8,img_shu13.png,6
610265,panelOuter,1616,,,,-2333,,,0.8,img_shu13.png,6
610266,panelOuter,1365,,,,-2382,,,0.8,img_shu13.png,6
610267,panelOuter,1003,,1,,-2247,,,0.8,img_shu12.png,6
610268,panelOuter,890,,,,-2232,,,0.8,img_shu13.png,6
610269,panelOuter,-1180,,1,,-1721,,,0.8,img_shu12.png,6
610270,panelOuter,-1467,,,,-2245,,,0.7,img_shu13.png,6
610271,panelOuter,-1587,,,,-2400,,,0.7,img_shu13.png,6
610272,panelOuter,-1252,,1,,-2186,,,0.8,img_shu12.png,6
610273,panelOuter,-1731,,1,,-2151,,,0.8,img_shu12.png,6
610274,panelOuter,-1893,,1,,-1907,,,0.8,img_shu12.png,6
610275,panelOuter,-1553,,,,-2263,,,0.6,img_shu12.png,6
610276,panelOuter,-2130,,,,-2143,,,0.8,img_shu14.png,6
610277,panelOuter,-2396,,,,-1617,,,0.8,img_shu13.png,6
610278,panelOuter,-2420,,,,-1983,,,0.8,img_shu13.png,6
610279,panelOuter,-4022,,,,-1583,,,0.8,img_shu12.png,6
610280,panelOuter,-3737,,,,-1546,,,0.8,img_shu13.png,6
610281,panelOuter,4068,,,,-987,,,,img_shu13.png,6
610282,panelOuter,-3832,,,,-693,,,0.8,img_shu13.png,6
610283,panelOuter,-3374,,1,,-571,,,0.9,img_shu12.png,6
610284,panelOuter,-3925,,1,,1006,,,,img_shu12.png,6
610285,panelOuter,-3429,,1,,1250,,,,img_shu12.png,6
610286,panelOuter,-3030,,,,1729,,,0.8,img_shu12.png,6
610287,panelOuter,-2867,,1,,1974,,,0.8,img_shu12.png,6
610288,panelOuter,-1888,,,,2170,,,0.8,img_shu12.png,6
610289,panelOuter,-2472,,,,1905,,,0.8,img_shu13.png,6
610290,panelOuter,-2577,,,,1855,,,0.8,img_shu13.png,6
610291,panelOuter,-627,,,,1703,,,0.8,img_shu13.png,6
610292,panelOuter,-2589,,,,1301,,,0.9,img_shu12.png,6
610293,panelOuter,2675,,1,,1277,,,0.9,img_shu12.png,6
610294,panelOuter,993,,,,1611,,,0.8,img_shu13.png,6
710001,panelBg,-1390,,,,2304,,,,waiwei/teluzhongshang_01.png,7
710002,panelBg,351,,,,2314,,,,waiwei/teluzhongshang_02.png,7
710003,panelBg,3473,,,,1847,,,,waiwei/img_2.png,7
710004,panelBg,3464,,,,947,,,,waiwei/img_mw1.png,7
710005,panelBg,3484,,,,-710,,,,waiwei/img_mw5.png,7
710006,panelBg,-3207,,,,-1133,,,,waiwei/img_mw11.png,7
710007,panelBg,-3272,,,,-1616,,,,waiwei/img_mw9.png,7
710008,panelBg,-2962,,,,-1791,,,,waiwei/img_mw10.png,7
710009,panelCenter,33,,,,11,,,,talou.png,7
710010,panelOuter,1642,,,,2352,,,,gaoshipai.png,7
710011,panelOuter,3247,,,,-1633,,,,waiwei/img_mw4.png,7
710012,panelOuter,-294,,,,-2399,,,,waiwei/tieluzhongxia_01.png,7
710013,panelOuter,955,,,,-2399,,,,waiwei/tieluzhongxia_02.png,7
710014,panelOuter,-3117,,,,1594,,,,waiwei/img_mw8.png,7
710015,panelOuter,-3637,,,,-441,,,,waiwei/chengzhenzuoxia_04.png,7
710016,panelOuter,-3446,,,,817,,,,waiwei/img_mw7.png,7
710017,panelOuter,2753,,,,1651,,,,waiwei/img_mw3.png,7
