变量名,name,languages,drawlanguages,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,location,aidID,contractPlan,emeraPlanID,__version,chipsMod,contractMod,gemMod
4182,啪咚猴,<cn;kr;tw;en;en_us;en_eu>,,4181,,<7>,2,,,,,,,4181,54181,,2,,<7;8;9;12>,3,<70;80;85;70;55;60;420>,,3,11,3,<609;610;611;602;603>,,,3,4182,,,41823,<41821;41822;41823;41826;61101;61102>,4181,,<11003;11103;11203;11303>,24181,3,3,{drawcard=huang_effect_loop},4181,2,3,3,3,<41811;41812;41813;41814>,1502,15,,啪咚猴是一种两足行走的人形猴子，它有着黄绿色的身体，面部和胸部的标志是更浅的绿色，越是能用2根木棒敲奏出激烈节拍的啪咚猴，越是能获得伙伴们的尊敬。打着激烈的节拍战斗时，由于过于忘我，甚至不会意识到自己已经把对手打昏了,节拍敲奏&狂想之曲,,440,2,,,<<118;204>;<119;204>>,
4183,轰擂金刚猩,<cn;kr;tw;en;en_us;en_eu>,,4181,,<7>,3,,,,,,,4181,54181,,2,,<11;12;15;16>,3,<100;85;125;90;60;70;530>,,3,11,3,<609;610;611;602;603>,,,3,4183,,,41833,<41831;41832;41833;41836;61101;61102>,4181,,<11003;11103;11203;11303>,24181,3,3,{drawcard=huang_effect_loop},4181,2,3,3,3,<41811;41812;41813;41814>,1502,15,,轰擂金刚猩性格稳重，不会去参与琐碎的争端。然而，它会敏感地察觉到破坏和谐的行为，严格地牵制对方，能够通过打鼓来控制特别的树桩中的力量，操纵树根进行战斗。打鼓技巧最高超的那一只会成为首领。性情温和，重视族群的和谐相处,节拍敲奏&狂想之曲,,440,2,,,<<118;204>;<119;204>>,
4191,炎兔儿,<cn;kr;tw;en;en_us;en_eu>,,4191,,<7>,,,,,,,,4191,54191,,2,,<24;23;14;16>,3,<50;69;71;40;40;40;310>,,3,11,3,<618;619;620;602;603>,,,3,4191,,,41913,<41911;41912;41913;41916;61101;61102>,4191,,<11033;11133;11233;11333>,24191,3,3,{drawcard=huang_effect_loop},4191,,3,3,3,<41911;41912;41913;41914>,1182,15,0.8,兔子宝可梦，会利用自己傲人的脚力飞速奔跑，上蹿下跳来搅乱对手。不断奔跑使体温升高后，火之能量会在它身体循环，促使它发挥出真正的力量。一旦做好了战斗的准备，它鼻头上和脚底的肉球就会发出极度的高温。,暴力输出：火球弹射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4192,腾蹴小将,<cn;kr;tw;en;en_us;en_eu>,,4191,,<7>,2,,,,,,,4191,54191,,2,,<6;8;14;16>,3,<65;94;86;60;55;60;420>,,3,11,3,<618;619;620;602;603>,,,3,4192,,,41923,<41921;41922;41923;41926;61101;61102>,4191,,<11033;11133;11233;11333>,24191,3,3,{drawcard=huang_effect_loop},4191,,3,3,3,<41911;41912;41913;41914>,1182,15,0.8,兔子宝可梦，蓬松的体毛不仅帮助它增强了抵御寒冷的能力，还发挥着控制“火之能量”的效果，使它能在更短的时间内达到能量全开的状态，能够使出温度更高的火属性招式。,暴力输出：火球弹射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4193,闪焰王牌,<cn;kr;tw;en;en_us;en_eu>,,4191,,<7>,3,,,,,,,4191,54191,,2,,<11;12;15;16>,3,<80;119;116;75;65;75;530>,,3,11,3,<618;619;620;602;603>,,,3,4193,,,41933,<41931;41932;41933;41936;61101;61102>,4191,,<11033;11133;11233;11333>,24191,3,3,{drawcard=huang_effect_loop},4191,,3,3,3,<41911;41912;41913;41914>,1182,15,0.8,前锋宝可梦，拥有很高的体能，尤其是爆发力、跳跃力和踢力，能把“火之能量”注入小石头，将小石头像足球般用脚挑起，做成“火焰足球”来攻击对手。,暴力输出：火球弹射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4201,泪眼蜥,<cn;kr;en;tw;en_us>,,4201,,<8>,,,,,,,,4201,54201,,2,,<6;14;18;22>,3,<50;70;40;40;70;40;310>,,3,11,3,<621;622;623;602;603>,,,3,4201,,,42013,<42011;42012;42013;42016;61101;61102>,4201,,<11023;11123;11223;11323>,24201,3,3,{drawcard=huang_effect_loop},4201,,3,3,3,<42011;42012;42013;42014>,1102,15,0.7,泪眼蜥的性格有点胆小，一旦紧张或害羞，体内的水分就会像出汗一样分泌出来,泪眼汪汪&狙击神枪,,410,,,,<<110;204>;<111;206>;<112;204>>,
4202,变涩蜥,<cn;kr;en;tw;en_us>,,4201,,<8>,2,,,,,,,4201,54201,,2,,<6;14;18;22>,3,<65;90;60;55;95;55;420>,,3,11,3,<621;622;623;602;603>,,,3,4202,,,42023,<42021;42022;42023;42026;61101;61102>,4201,,<11023;11123;11223;11323>,24201,3,3,{drawcard=huang_effect_loop},4201,,3,3,3,<42011;42012;42013;42014>,1102,15,0.7,变涩蜥会用布满粘液的舌头灵活地进行战斗和捕食，尽管平时把舌头收在嘴里，在需要的时候它也会以迅雷不及掩耳之势迅速地伸出舌头瞄准猎物,泪眼汪汪&狙击神枪,,410,,,,<<110;204>;<111;206>;<112;204>>,
4203,千面避役,<cn;kr;en;tw;en_us>,,4201,,<8>,3,,,,,,,4201,54201,,2,,<6;14;18;22>,3,<70;120;85;65;125;65;530>,,3,11,3,<621;622;623;602;603>,,,3,4203,,,42033,<42031;42032;42033;42036;61101;61102>,4201,,<11023;11123;11223;11323>,24201,3,3,{drawcard=huang_effect_loop},4201,,3,3,3,<42011;42012;42013;42014>,1102,15,0.7,千面避役的眼睛里长有特殊的膜，尾巴里藏有锋利的刀刃，身上隐藏着多种特殊能力，能够灵机应变地选择并运用这些能力,泪眼汪汪&狙击神枪,,410,,,,<<110;204>;<111;206>;<112;204>>,
4301,苹裹龙,<cn;kr;tw;en_us>,,4301,,<7>,,,,,,,,4301,54301,,2,,<8;10;11;12>,,<70;70;110;80;95;60;485>,,3,11,3,<609;610;611;602;603>,,,3,4301,,,43013,<43011;43012;43013;43016;61101;61102>,4301,,<11003;11103;11203;11303>,24301,3,3,{drawcard=huang_effect_loop},4301,,3,3,3,<43011;43012;43013;43014>,1012,15,0.7,苹裹龙是啃果虫吃了酸苹果后进化而成。它的外形像一只刚刚孵化的爬行动物，只不过包裹它的不是蛋壳而是果皮，并且前爪与果皮融合成了翅膀。,万有引力&强酸发射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4391,捣蛋小妖,<cn;kr;tw;en;en_us;en_eu>,,4391,,<8>,,,,,,,,4391,54391,,1,,<18;19;20;21>,,<45;50;45;30;55;40;265>,,3,11,3,<606;607;608;602;603>,,,3,4391,,,43913,<43911;43912;43913;43916;61101;61102>,4391,,<11013;11113;11213;11313>,24391,3,3,{drawcard=huang_effect_loop},4391,,3,3,3,<43911;43912;43913;43914>,1032,15,0.95,捣蛋小妖成群结队地生活，彼此之间会恶作剧和找不痛快，以此来磨炼制造麻烦的技能。它会用鼻子吸收人类或宝可梦情绪糟糕时产生的负能量，来为自己补充活力。它不但会溜进民宅偷盗，还会吸收人们悔恨时的负面能量。它之所以会欺负与自己亲密的对象，是因为如果不吸收负面情绪，就会很烦躁,恶系输出：欺诈捣蛋,,410,,,,<<110;204>;<111;206>;<112;204>>,
4392,诈唬魔,<cn;kr;tw;en;en_us;en_eu>,,4391,,<8>,2,,,,,,,4391,54391,,1,,<18;19;20;21>,,<65;70;60;45;75;55;370>,,3,11,3,<606;607;608;602;603>,,,3,4392,,,43923,<43921;43922;43923;43926;61101;61102>,4391,,<11013;11113;11213;11313>,24391,3,3,{drawcard=huang_effect_loop},4391,,3,3,3,<43911;43912;43913;43914>,1032,15,0.95,诈唬魔喜欢动歪脑筋，把人们引诱到深夜的森林中。它喜欢采取偷袭之类的卑鄙战术，那是因为它对自己的肌肉力量没信心。它会先装成要下跪道歉的样子，然后用后脑勺尖如长矛的头发刺向对手。它靠吸收负面情绪来转换成自身能量，思考方式消极的人群很喜欢它。它似乎还拥有培育农作物的能力,恶系输出：欺诈捣蛋,,410,,,,<<110;204>;<111;206>;<112;204>>,
4393,长毛巨魔,<cn;kr;tw;en;en_us;en_eu>,,4391,,<8>,3,,,,,,,4391,54391,,1,,<18;19;20;21>,,<95;60;120;65;95;75;510>,,3,11,3,<606;607;608;602;603>,,,3,4393,,,43933,<43931;43932;43933;43936;61101;61102>,4391,,<11013;11113;11213;11313>,24391,3,3,{drawcard=huang_effect_loop},4391,,3,3,3,<43911;43912;43913;43914>,1032,15,0.95,长毛巨魔生活在森林深处。即使进化后变得挺拔强壮，还是会继续做无聊的坏事和恶作剧。它能够自由自在地操作头发，通过用头发裹住全身让肌肉的力量向上提升，发挥出足以压倒怪力的力量。它的毛发能发挥肌肉纤维般的作用，伸展开来时会像触手那样把对手缠绕起来,恶系输出：欺诈捣蛋,,410,,,,<<110;204>;<111;206>;<112;204>>,
4431,葱游兵,<cn;kr;tw;en;en_us;en_eu>,,4431,,<7>,,,,,,,,,,,0,,<11;12;15;16>,,<62;65;135;95;68;82;507>,,3,11,3,<612;613;614;602;603>,,,3,4431,,{171=<44331;44332;44333;44336;61101;61102>},44313,<44311;44312;44313;44316;61101;61102>,4431,,<11053;11153;11253;11353>,24431,3,3,{drawcard=huang_effect_loop},4431,,3,3,3,<44311;44312;44313;44314>,1542,15,0.62,葱游兵是生息在伽勒尔地区的大葱鸭经历过无数战斗后进化成的宝可梦。性格沉着冷静，以堂堂正正战斗作为自身的信条。它战斗时的英姿气质非凡，甚至因此被人们选为绘画的主题。描绘了葱游兵与骑士蜗牛决斗场面的绘画在伽勒尔地区可是众人皆知的作品。它在战斗时会像挥舞长枪一般挥舞锋利的葱茎，厚厚的葱叶则被当作盾牌来使,葱大师：弱点击破,,410,,,,<<110;204>;<111;206>;<112;204>>,
4441,踏冰人偶,<cn>,,4441,,<8>,,,,,,,,4441,54441,,,,<22;24;18;20>,2,<80;70;85;75;110;100;520>,,3,11,3,<615;616;617;602;603>,,,3,4441,,,44413,<44411;44412;44413;44416;61101;61102>,4441,,<11043;11143;11243;11343>,24441,3,3,{drawcard=huang_effect_loop},4441,3,3,3,3,<44411;44412;44413;44414>,1532,15,0.8,踏冰人偶是踢踏舞的达人。它会挥动手中的冰杖，向观众表演轻快的舞步，幽默的动作使它获得了众人的喜爱。他还能从腹部的图案释放出精神力量。,雪咒干扰&幽默大师,,430,2,,,,
4521,爱管侍,<cn>,,4521,,<8>,,,,,,,,4521,54521,,1,,<24;23;14;16>,2,<60;95;65;55;105;95;475>,,3,11,3,<606;607;608;602;603>,,,3,4521,,,45213,<45211;45212;45213;45216;61101;61102>,4521,,<11013;11113;11213;11313>,24521,3,3,{drawcard=huang_effect_loop},4521,5,3,3,3,<45211;45212;45213;45214>,1562,15,0.9,爱管侍是有着深紫色和白色的宝可梦，它的脑袋两边有角。雄性爱管侍会用头上的角读取对方的心情，就像管家一样，时时刻刻都待在主人的身边打理一切。它会用精神力量来预知训练家的行动，并照顾其日常起居。,主从连携&增益辅助,,430,2,,,<<116;204>;<117;206>>,
4561,鳃鱼龙,<cn;kr;tw;en;en_us;en_eu>,,4561,,<7>,,,,,,,,4561,54561,,0,,<11;12;15;16>,,<90;75;90;100;70;80;505>,,3,11,3,<621;622;623;602;603>,,,3,4561,,,45613,<45611;45612;45613;45616;61151;61152>,4561,,<11023;11123;11223;11323>,24561,3,3,{drawcard=huang_effect_loop},4561,,3,3,3,<45611;45612;45613;45614>,1192,15,0.9,鳃鱼龙超乎寻常的脚力和颚力让它在古代所向无敌。但由于捕尽猎物，导致它们自己也灭绝了。虽然它能用自豪的脚力以60公里的时速奔跑，但是只能在水中呼吸,尖刺枷锁&化石皮肤,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4571,铝钢龙,<cn;tw;en_us>,,4571,,<8>,,,,,,,,4571,54571,,,,<15;16;20;21>,,<70;85;95;115;120;50;535>,,3,11,3,<615;616;617;602;603>,,,3,4571,,,45713,<45711;45712;45713;45716;61151;61152>,4571,,<11043;11143;11243;11343>,24571,3,3,{drawcard=huang_effect_loop},4571,2,3,3,3,<45711;45712;45713;45714>,1202,15,0.9,铝钢龙的动作轻巧灵活。但另一方面，金属身体的耐腐蚀性比较低，容易生锈。它不喜欢下雨，栖息于洞窟和山岳地带，用两只不同形状的手刮下岩石表面，并以此作为食物。,钢桥守护&回怒辅助,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4572,铝钢桥龙,<cn;tw;en_us>,,4571,,<8>,2,,,,,,,4571,54571,,,,<15;16;20;21>,,<90;85;105;130;125;65;600>,,3,11,3,<615;616;617;602;603>,,,3,4572,,,45723,<45721;45722;45723;45726;61151;61152>,4571,,<11043;11143;11243;11343>,24571,3,3,{drawcard=huang_effect_loop},4571,2,3,3,3,<45711;45712;45713;45714>,1202,15,0.9,铝钢桥龙在遇上危机时会伸直平时弯曲的身躯，以动作变缓慢为代价来让重心稳定下来。此时的样子看上去就像是宏伟的铁桥。,钢桥守护&回怒辅助,,420,4,,,<<113;206>;<114;206>;<115;204>>,
4581,多龙梅西亚,<cn;kr;tw;en;en_us;en_eu>,,4581,,<7>,,,,,,,,4581,54581,,,,<8;9;13;12>,,<28;82;60;30;40;30;270>,,3,11,3,<618;619;620;602;603>,,,3,4581,,,45813,<45811;45812;45813;45816;61101;61102>,4581,,<11033;11133;11233;11333>,24581,3,3,{drawcard=huang_effect_loop},4581,,3,3,3,<45811;45812;45813;45814>,1092,15,0.88,多龙梅西亚曾经栖息在古代的大海，在重生为幽灵宝可梦后，会在昔日的住处徘徊。傍晚时它会成群结队地快速环游在海上，戳水里的宝可梦玩，明明不吃却又会咬住铁臂枪虾不放，听说这是它生前遗留下来的活动习性。虽然单独一只弱得甚至敌不过小孩，但会和伙伴合作一起锻炼，通过进化而变得更强,速度时刻&火箭发射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4582,多龙奇,<cn;kr;tw;en;en_us;en_eu>,,4581,,<7>,2,,,,,,,4581,54581,,,,<8;9;13;12>,,<68;102;80;50;60;50;410>,,3,11,3,<618;619;620;602;603>,,,3,4582,,,45823,<45821;45822;45823;45826;61101;61102>,4581,,<11033;11133;11233;11333>,24581,3,3,{drawcard=huang_effect_loop},4581,,3,3,3,<45811;45812;45813;45814>,1092,15,0.88,多龙奇的飞行速度为每小时200公里，会在肺部储存能量并进行攻击。在多龙梅西亚能独当一面之前，它会与多龙梅西亚一起战斗，到它进化为止都会细心照顾。一旦输了对战，多龙梅西亚会二话不说地消失无踪。要是没让自己在照顾的多龙梅西亚乘在头上就静不下心来，甚至会因此试图把别的宝可梦放到头上,速度时刻&火箭发射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4583,多龙巴鲁托,<cn;kr;tw;en;en_us;en_eu>,,4581,,<7>,3,,,,,,,4581,54581,,,,<8;9;13;12>,,<88;142;120;75;100;75;600>,,3,11,3,<618;619;620;602;603>,,,3,4583,,,45833,<45831;45832;45833;45836;61101;61102>,4581,,<11033;11133;11233;11333>,24581,3,3,{drawcard=huang_effect_loop},4581,,3,3,3,<45811;45812;45813;45814>,1092,15,0.88,多龙巴鲁托会让多龙梅西亚住在自己角上的洞里，战斗开始后会用音速将多龙梅西亚发射出去。它角里的多龙梅西亚似乎满心期待着能被以音速发射出去，群体里飞得最快的个体总是被想要体验音速飞行的多龙梅西亚包围。它磨炼意志就能让全身变透明，就连角里的多龙梅西亚也变得看不到,速度时刻&火箭发射,,410,,,,<<110;204>;<111;206>;<112;204>>,
4591,苍响,<cn;kr;tw;en;en_us;en_eu>,,4591,,<7>,,,,,,,,4591,54591,,0,,<8;9;13;12>,3,<92;138;120;115;80;115;660>,,4,21,4,<618;619;620;604;605>,,,4,4591,,{149=<45921;45922;45923;45926;61101;61102>},45913,<45911;45912;45913;45916;61101;61102>,4591,,<11034;11134;11234;11334>,24591,4,4,{drawcard=hong_effect_loop},4591,6,4,4,4,<45911;45912;45913;45914>,1513,20,0.92,剑之王苍响会像风一样穿梭在战场讨伐敌人。举止华贵美丽，因此也有人比喻它的姿态“仿佛像在起舞一般”。它所使出的斩击快到无法用肉眼捕捉，被它的剑击中之后，还未感觉到疼痛就已倒下，即使是超极巨化宝可梦，也能以一剑将之拿下,百战勇者&不挠之剑,,510,,,<2026;2027>,<<120;204>;<121;202>>,<2027;2024>
4601,藏玛然特,<cn;kr;tw;en;en_us;en_eu>,,4601,,<7>,,,,,,,,4601,54601,,0,,<15;16;11;12>,3,<92;138;120;115;80;115;660>,,4,21,4,<612;613;614;604;605>,,,4,4601,,{141=<46021;46022;46023;46026;61151;61152>},46013,<46011;46012;46013;46016;61151;61152>,4601,,<11054;11154;11254;11354>,24601,4,4,{drawcard=hong_effect_loop},4601,7,4,4,4,<46011;46012;46013;46014>,1163,20,0.92,曾和苍响一起阻止了暗夜，从而拯救了伽勒尔地区，被誉为传说的英雄，受到人们的畏惧与尊崇。在与众人之王协力拯救了伽勒尔的宝可梦后以石像般的姿态陷入长久沉眠，几乎就要被人们所遗忘,百战勇者&真气护盾,,520,4,,<2025;2028>,<<122;202>;<123;204>>,<2026;2025>
4611,无极汰那,<cn;kr;tw;en;en_us;en_eu>,,4611,,<8>,,,,,,,,4611,54611,,0,,<18;19;20;21>,3,<140;130;85;95;145;95;690>,,4,21,4,<621;622;623;604;605>,,,4,4611,,{169=<46121;46122;46123;46126;61151;61152>},46113,<46111;46112;46113;46116;61151;61152>,4611,,<11024;11124;11224;11324>,24611,4,4,{drawcard=hong_effect_loop},4611,7,4,4,4,<46111;46112;46113;46114>,1043,20,1.4,来自于2万年前坠落到地上的陨石之中，似乎与极巨化之谜有所关联，会用胸部的核心吸收伽勒尔地区涌出的能量，借以保持自己的活力，如果无极汰那同时吸收大量的能量，它就会变为更加巨大的无极巨化的样子。,毒源核心&极巨扩散,,530,2,,<2027>,<<124;204>;<125;202>>,<2028>
4621,熊徒弟,<cn;kr;tw;en;en_us;en_eu>,,4621,,<7>,,,,,,,,4621,54621,,0,,<8;9;13;12>,,<60;72;90;60;53;50;385>,,3,11,3,<612;613;614;602;603>,,,3,4621,,,46213,<46211;46212;46213;46216;61101;61102>,4621,,<11053;11153;11253;11353>,24621,3,3,{drawcard=huang_effect_loop},4621,,3,3,3,<46211;46212;46213;46214>,1052,15,,拳法宝可梦，日积月累地进行艰苦锻炼，认真钻研招式，是一种性情认真的宝可梦。进化后的样子会根据所习得的招式不同而改变。,暴力输出：武道传承,,410,,,,<<110;204>;<111;206>;<112;204>>,
4622,武道熊师·一击流,<cn;kr;tw;en;en_us;en_eu>,,4621,,<7>,2,,,,,,,4621,54621,,0,,<8;9;13;12>,,<100;97;130;100;63;60;550>,,3,11,3,<612;613;614;602;603>,,,3,4622,,,46223,<46221;46222;46223;46226;61101;61102>,4621,,<11053;11153;11253;11353>,24621,3,3,{drawcard=huang_effect_loop},4621,,3,3,3,<46211;46212;46213;46214>,1052,15,,一击流的样子，拳法宝可梦，熊徒弟的进化型，一击必杀是他的信条。飞冲到对手的怀中，用自己经过千锤百炼的的拳头一拳击入。,暴力输出：一击必杀,,410,,,,<<110;204>;<111;206>;<112;204>>,
4623,武道熊师·连击流,<cn;kr;tw;en;en_us;en_eu>,,4623,,<7>,,,,,,,,4623,54623,,0,,<8;9;13;12>,,<100;97;130;100;63;60;550>,,3,11,3,<612;613;614;602;603>,,,3,4623,,,46233,<46231;46232;46233;46236;61101;61102>,4623,,<11053;11153;11253;11353>,24623,3,3,{drawcard=huang_effect_loop},4623,,3,3,3,<46231;46232;46233;46234>,1562,15,,连击流的武道熊师性格沉着冷静，能一边躲过敌意一边窥探对手的动向，试探对手的实力。据说，它是以时而湍急时而平稳的河水为灵感，创造出了格斗招式的形式。会像水流一样毫不停息地用打击招式攻击对手，把多击制胜作为自己的信条,暴力输出：连击制胜,,410,,,,<<110;204>;<111;206>;<112;204>>,
4631,萨戮德,<cn;kr;tw;en;en_us;en_eu>,,4631,,<7>,,,,,,,,4631,54631,,0,,<15;16;11;12>,3,<105;105;120;105;70;95;600>,,4,21,4,<606;607;608;604;605>,,,4,4631,,{152=<46331;46332;46333;46336;61151;61152>},46313,<46311;46312;46313;46316;61151;61152>,4631,,<11014;11114;11214;11314>,24631,4,4,{drawcard=hong_effect_loop},4631,7,4,4,4,<46311;46312;46313;46314>,1563,20,1.05,萨戮德是一只猿猴类的宝可梦。它有着黑色的毛发，胸背部的部分毛发是灰色的，形成了特殊的图案。它的双手都缠绕着藤蔓，后背和脚跟也有着藤蔓的种子。阿爸形态的萨戮德有着一件粉红色的披风，披风上写有251的字样,恶徒敕令&奶爸呵护,,530,2,,<2028;2029>,<<124;204>;<125;202>>,<2029;2026>
4641,雷吉艾勒奇,<cn;kr;tw;en;en_us;en_eu>,,4641,,<8>,,,,,,,,4641,54641,,0,,<6;7;18;19>,,<80;200;100;50;100;50;580>,,3,11,3,<612;613;614;602;603>,,,3,4641,,,46413,<46411;46412;46413;46416;61101;61102>,4641,,<11053;11153;11253;11353>,24641,3,3,{drawcard=huang_effect_loop},4641,,3,3,3,<46411;46412;46413;46414>,1002,15,0.8,雷吉艾勒奇是靠吸收电子为生的宝可梦，身体的绝大部分都是由电能构成的，整个身体都是制造电能的器官。可以制造出伽勒尔全域所需的电力,高速回避&雷电囚笼,,410,,,,<<110;204>;<111;206>;<112;204>>,
4651,雷吉铎拉戈,<cn;en;tw;kr;en_us>,,4651,,<7>,,,,,,,,4651,54651,,0,,<10;13;19;21>,,<200;80;100;50;100;50;580>,,3,11,3,<618;619;620;602;603>,,,3,4651,,,46513,<46511;46512;46513;46516;61101;61102>,4651,,<11033;11133;11233;11333>,24651,3,3,{drawcard=huang_effect_loop},4651,,3,3,3,<46511;46512;46513;46514>,1562,15,2,雷吉铎拉戈全身都是由龙之能量的结晶构成，而躯体部分的能量浓度尤其之高，据说它拥有所有龙宝可梦的能力。因此，雷吉铎拉戈在使出龙属性的招式时，威力比所有其他宝可梦都要更强。世上流传着这样的传说：传说的宝可梦雷吉奇卡斯曾经试图用龙之能量的结晶制作雷吉铎拉戈，但却因结晶不够而只制出了它的头部。古代的人们害怕当有朝一日雷吉铎拉戈的整个身体都被制作出来，自己的国家会惨遭毁灭，因此便将其封印到了神殿深处,功能输出：龙能结晶,,410,,,,<<110;204>;<111;206>;<112;204>>,
4661,雪暴马,<cn;kr;tw;en;en_us;en_eu>,,4661,,<7>,,,,,,,,4661,54661,,0,,<14;16;22;25>,,<100;30;145;130;65;110;580>,,3,11,3,<615;616;617;602;603>,,,3,4661,,,46613,<46611;46612;46613;46616;61151;61152>,4661,,<11043;11143;11243;11343>,24661,3,3,{drawcard=huang_effect_loop},4661,2,3,3,3,<46611;46612;46613;46614>,1022,15,,雪暴马是通体雪白的马类宝可梦，它能够在体内生成强烈的冷气，然后从鼻子和马蹄释放出去。释放出的冷气覆盖在面部和足部后形成了冰甲，能够使出破坏力超群的攻击。有着强壮健硕的腿，是种力量与耐力俱佳的宝可梦。拥有十分惊人的怪力。戴在脸上的冰之面罩硬度是钻石的100倍,冰系输出：烈马领地,,430,2,,,<<116;204>;<117;206>>,<1052;1053>
