变量名,skillName,_beizhu,skillTypeShow,describe,describe1,simDesc,starEffect,starEffectDesc,starEffectDesc1,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeStarEffectDesc1,zawakeSimpleType,zawakeSimpleDesc,upLvDesc,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc,specialRatio,skillFlag,summonInherit,blockEffect,__version
4400008,快龙,,,,<【快龙专属】前两回合附带连击效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000081>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400009,电能激发,,,,<【超级电龙专属】前两回合每个队友攻击后都可恢复其周围单位100点怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000091>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400010,龙之威压,,,,<【暴飞龙专属】前两回合攻击时撕裂效果变为3层>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000101>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400011,龙之怒,,,,<【烈咬陆鲨专属】自身前2回合可免疫一次致死伤害>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000111>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400012,追打,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400013,黏泡泡,,,,<【黏美龙专属】前两回合封锁受击目标怒气2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000131>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400014,回音察觉,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400015,UB：刺针,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400016,合纵连横,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400017,光隐,,,,<【拉帝亞斯專屬】拉帝亞斯在場時，每個回合開始前為拉帝歐斯回復目標20%生命值的血量【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000171>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400018,光隐,,,,<【拉帝歐斯專屬】拉帝歐斯在場時，為拉帝歐斯提供30%的最終傷害減免【拉帝欧斯专属】拉帝欧斯在场时，为拉帝欧斯提供30%的最终伤害减免>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000181>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400019,狂暴,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400020,储水,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400021,逃跑,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400022,寒冰身躯,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400023,凶暴吞噬,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400024,屠龙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400025,钢铁反击,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400026,沙之力,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400027,时光间隙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400028,空间隐匿,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400029,鬼影重重,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400030,兆级电压,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400031,青焰火墙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400032,深寒领域,,,,<【酋雷姆专属】首回合全体护盾>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000321>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400033,天空霸者,,,,<【裂空座专属】首回合全体必然闪避>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000331>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400034,德尔塔气流,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400035,慢启动,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401001,强化·忍耐,,,,<【帝王拿波专属】每次行动，永久获得10%暴击抗性（可叠加至10层）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401002,强化·叶刃,,,,<【蜥蜴王专属】自身行动后有100%的概率进入隐身1状态（不可连续触发）>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010021>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401003,强化·唱反调,,,,<【君主蛇专属】君主蛇在场时，敌方每个单位行动后有30%概率缠绕1回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010031>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401004,强化·狙射,,,,<【狙射树枭专属】击杀目标后自身必然满怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010041>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401005,强化·猛火,,,,<【火焰鸡专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010051>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401006,强化·浊流,,,,<【巨沼怪专属】攻击时附带致盲效果对随机2个单位触发致盲效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010061>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401007,强化·水影分身之术,,,,<【甲贺忍蛙专属】击杀单位时，立刻获得1个额外行动>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010071>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401008,强化·快龙,,,,<【快龙专属】附带连击效果>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010081>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401009,强化·电能激发,,,,<【超级电龙专属】每个队友攻击后都可恢复其周围单位100点怒气>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010091>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401010,强化·龙之威压,,,,<【暴飞龙专属】攻击时撕裂效果变为3层>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010101>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401011,强化·龙之怒,,,,<【烈咬陆鲨专属】可免疫一次致死伤害>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010111>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401012,强化·追打,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401013,强化·黏泡泡,,,,<【黏美龙专属】封锁受击目标怒气2回合>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010131>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401014,强化·回音察觉,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401015,强化·UB：刺针,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401016,强化·合纵连横,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401017,强化·光隐,,,,<【拉帝亞斯專屬】拉帝亞斯在場時，每個回合開始前為拉帝歐斯回復目標20%生命值的血量【拉帝亚斯专属】拉帝亚斯在场时，每个回合开始前为拉帝欧斯回复目标20%生命值的血量>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010171>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401018,强化·光隐,,,,<【拉帝歐斯專屬】拉帝歐斯在場時，為拉帝歐斯提供30%的最終傷害減免【拉帝欧斯专属】拉帝欧斯在场时，为拉帝欧斯提供30%的最终伤害减免>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010181>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401019,强化·狂暴,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401020,强化·储水,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401021,强化·逃跑,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401022,强化·寒冰身躯,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401023,强化·凶暴吞噬,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401024,强化·屠龙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401025,强化·钢铁反击,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401026,强化·沙之力,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401027,强化·时光间隙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401028,强化·空间隐匿,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401029,强化·鬼影重重,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401030,强化·兆级电压,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401031,强化·青焰火墙,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401032,强化·深寒领域,,,,<【酋雷姆专属】首回合全体护盾且每回合刷新护盾>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010321>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401033,强化·天空霸者,,,,<【裂空座专属】首两回合全体必然闪避>,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44010331>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401034,强化·德尔塔气流,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401035,强化·慢启动,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<44000000>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001101,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001102,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001103,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001104,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001105,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001106,周年庆副本_01_1,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001201,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001202,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001203,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001204,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001205,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001206,周年庆副本_01_2,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001301,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001302,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001303,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001304,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001305,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001306,周年庆副本_01_3,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001401,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001402,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001403,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001404,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001405,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001406,周年庆副本_01_4,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001501,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001502,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001503,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001504,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001505,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001506,周年庆副本_01_5,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001601,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001602,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001603,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001604,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001605,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001606,周年庆副本_01_6,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001701,随机免控率和随机伤害提升,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<50017011>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001702,随机回怒+随机回血,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<50017021>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001703,通用01_03,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001704,通用01_04,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001705,通用01_05,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001706,通用01_06,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001707,通用01_07,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001708,通用01_08,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001709,通用01_09,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001710,通用01_10,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001711,通用01_11,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001712,通用01_12,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001713,通用01_13,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001714,通用01_14,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,7,,5,,,,,,,,,,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
