变量名,name,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,finalDamageSubC,extraSkillList,cardSkinScale,followSpineScale,weight,shinyPos,height,followSpinePos,shiny,cardSpineNeedStar,cardSkinPos,fakePassiveSkillList,shinyRes,mZawakeStatus,unitType,frontPriority,elementalDamageAddC,elementalDamageDeepenC,elementalDamageReduceC,elementalDamageSubC,finalDamageAddC,finalDamageDeepenC,finalDamageReduceC,ignoreDamageSubC,mpAttackRecoverC,mpBeAttackRecoverC,shieldPowerC,skinReplaceIDs,__version
510013,喷火龙,common,2,2,10,,<99;10011>,,,,13,12,config/portrait/speedranktouxiang/img_6_phl@.png,config/portrait/jinglingtouxiang/img_6_phl@.png,config/portrait/jinglingtouxiang1/img_6_phl@.png,config/portrait/simple/img_6_phl@.png,config/big_hero/normal/img_6_phl@.png,1.1,{x=35;y=40},koudai_penhuolong/hero_penhuolong.skel,,config/big_hero/standby/img_6_phl@.png,,{x=50;y=-120},<59014;136>,<131;132;133>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,1.7,{x=-54;y=94},,,,<136>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510014,超级喷火龙X,common,3,2,15,,<99;10011>,,,,14,12,config/portrait/speedranktouxiang/img_6_cjphlx@.png,config/portrait/jinglingtouxiang/img_6_cjphlx@.png,config/portrait/jinglingtouxiang1/img_6_cjphlx@.png,config/portrait/simple/img_6_cjphlx@.png,config/big_hero/normal/img_6_cjphlx@.png,,{x=-45;y=20},koudai_penhuolongmegax/hero_penhuolongmegax.skel,,config/big_hero/standby/img_6_cjphlx@.png,,{x=50;y=-120},<59014;146>,<141;142;143>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.2,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<147>,,,90.5,,1.7,{x=41;y=66},,,,<146>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510015,超级喷火龙Y,common,3,2,10,,<99;10011>,,,,15,12,config/portrait/speedranktouxiang/img_6_cjphly@.png,config/portrait/jinglingtouxiang/img_6_cjphly@.png,config/portrait/jinglingtouxiang1/img_6_cjphly@.png,config/portrait/simple/img_6_cjphly@.png,config/big_hero/normal/img_6_cjphly@.png,2,{x=90;y=-95},koudai_penhuolongmegay/hero_penhuolongmegay.skel,,config/big_hero/standby/img_6_cjphly@.png,,{x=50;y=-120},<59014;156>,<151;152;153>,,,{headPos={y=290;x=0};hitPos={y=155;x=0};lifePos={y=330;x=0};namePos={y=330;x=0}},,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,1.7,{x=29;y=56},,,,<156>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510021,杰尼龟,common,2,3,,,<99;10011>,,,,21,12,config/portrait/speedranktouxiang/img_7_jng@.png,config/portrait/jinglingtouxiang/img_7_jng@.png,config/portrait/jinglingtouxiang1/img_7_jng@.png,config/portrait/simple/img_7_jng@.png,config/big_hero/normal/img_7_jng@.png,,{x=25;y=10},koudai_jienigui/hero_jienigui.skel,,config/big_hero/standby/img_7_jng@.png,,{x=120;y=0},<59014;216>,<211;212;213>,,,{headPos={y=210;x=0};hitPos={y=115;x=0};lifePos={y=250;x=0};namePos={y=250;x=0}},,,,2.3,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,9,,0.5,{x=-54;y=94},,,,<216>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510022,卡咪龟,common,2,3,,,<99;10011>,,,,22,12,config/portrait/speedranktouxiang/img_8_kmg@.png,config/portrait/jinglingtouxiang/img_8_kmg@.png,config/portrait/jinglingtouxiang1/img_8_kmg@.png,config/portrait/simple/img_8_kmg@.png,config/big_hero/normal/img_8_kmg@.png,,{x=20;y=0},koudai_kamigui/hero_kamigui.skel,,config/big_hero/standby/img_8_kmg@.png,,{x=120;y=0},<59014;226>,<221;222;223>,,,{headPos={y=240;x=0};hitPos={y=130;x=0};lifePos={y=280;x=0};namePos={y=280;x=0}},,,,2.5,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,22.5,,1,{x=-54;y=94},,,,<226>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510023,水箭龟,common,2,3,,,<99;10011>,,,,23,12,config/portrait/speedranktouxiang/img_9_sjg@.png,config/portrait/jinglingtouxiang/img_9_sjg@.png,config/portrait/jinglingtouxiang1/img_9_sjg@.png,config/portrait/simple/img_9_sjg@.png,config/big_hero/normal/img_9_sjg@.png,1.2,,koudai_shuijiangui/hero_shuijiangui.skel,,config/big_hero/standby/img_9_sjg@.png,,{x=60;y=-50},<59014;236>,<231;232;233>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.6,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,1.6,{x=20;y=94},,,,<236>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510024,超级水箭龟,common,3,3,,,<99;10011>,,,,24,12,config/portrait/speedranktouxiang/img_9_cjsjg@.png,config/portrait/jinglingtouxiang/img_9_cjsjg@.png,config/portrait/jinglingtouxiang1/img_9_cjsjg@.png,config/portrait/simple/img_9_cjsjg@.png,config/big_hero/normal/img_9_cjsjg@.png,1.5,{x=50;y=40},koudai_shuijianguimega/hero_shuijianguimega.skel,,config/big_hero/standby/img_9_cjsjg@.png,,{x=60;y=-50},<59014;246>,<241;242;243>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.1,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,1.6,{x=78;y=66},,,,<246>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510031,绿毛虫,common,,12,,,<99>,,,,31,12,config/portrait/speedranktouxiang/img_10_lmc@.png,config/portrait/jinglingtouxiang/img_10_lmc@.png,config/portrait/jinglingtouxiang1/img_10_lmc@.png,config/portrait/simple/img_10_lmc@.png,config/big_hero/normal/img_10_lmc@.png,0.8,{x=10;y=20},koudai_lvmaochong/hero_lvmaochong.skel,,config/big_hero/standby/img_10_lmc@.png,,{x=120;y=0},<59014;316>,<311;312;313>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,1.4,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,2.9,,0.3,{x=-22;y=94},,,,<316>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510033,巴大蝶,common,,12,10,,<99>,,,,33,12,config/portrait/speedranktouxiang/img_12_bdd@.png,config/portrait/jinglingtouxiang/img_12_bdd@.png,config/portrait/jinglingtouxiang1/img_12_bdd@.png,config/portrait/simple/img_12_bdd@.png,config/big_hero/normal/img_12_bdd@.png,,{x=40;y=20},koudai_badahu/hero_badahu.skel,,config/big_hero/standby/img_12_bdd@.png,,{x=80;y=0},<59014;336>,<331;332;333>,,,,,,,1.9,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,1.1,{x=-22;y=94},,,,<336>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510043,大针蜂,common,,12,8,,<99>,,,,41,12,config/portrait/speedranktouxiang/img_15_dzf@.png,config/portrait/jinglingtouxiang/img_15_dzf@.png,config/portrait/jinglingtouxiang1/img_15_dzf@.png,config/portrait/simple/img_15_dzf@.png,config/big_hero/normal/img_15_dzf@.png,1.2,,koudai_dazhenfeng/hero_dazhenfeng.skel,,config/big_hero/standby/img_15_dzf@.png,,{x=100;y=-50},<59014;436>,<431;432;433>,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<411;412;413;431;432;433>,,,29.5,,1,{x=-22;y=94},,,,<436>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510044,超级大针蜂,common,2,12,8,,<99>,,,,44,12,config/portrait/speedranktouxiang/img_15_cjdzf@.png,config/portrait/jinglingtouxiang/img_15_cjdzf@.png,config/portrait/jinglingtouxiang1/img_15_cjdzf@.png,config/portrait/simple/img_15_cjdzf@.png,config/big_hero/normal/img_15_cjdzf@.png,,,koudai_dazhenfengmega/hero_dazhenfengmega.skel,,config/big_hero/standby/img_15_cjdzf@.png,,{x=100;y=-50},<59014;446>,<441;442;443>,,,,,,,1.7,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,1,{x=-22;y=94},,,,<446>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510051,波波,common,2,,10,,<99>,,,,51,12,config/portrait/speedranktouxiang/img_16_bb@.png,config/portrait/jinglingtouxiang/img_16_bb@.png,config/portrait/jinglingtouxiang1/img_16_bb@.png,config/portrait/simple/img_16_bb@.png,config/big_hero/normal/img_16_bb@.png,1.1,{x=-15;y=10},koudai_bobo/hero_bobo.skel,,config/big_hero/standby/img_16_bb@.png,,{x=150;y=0},<59014;516>,<511;512;513>,,,{headPos={y=360;x=0};hitPos={y=190;x=0};lifePos={y=400;x=0};namePos={y=400;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.8,,0.3,{x=-109;y=50},,,,<516>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510052,比比鸟,common,2,,10,,<99>,,,,52,12,config/portrait/speedranktouxiang/img_17_bbn@.png,config/portrait/jinglingtouxiang/img_17_bbn@.png,config/portrait/jinglingtouxiang1/img_17_bbn@.png,config/portrait/simple/img_17_bbn@.png,config/big_hero/normal/img_17_bbn@.png,1.1,{x=10;y=15},koudai_bibiniao/hero_bibiniao.skel,,config/big_hero/standby/img_17_bbn@.png,,{x=100;y=0},<59014;526>,<521;522;523>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,1.1,{x=-17;y=50},,,,<526>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510053,大比鸟,common,2,,10,,<99>,,,,53,12,config/portrait/speedranktouxiang/img_18_dbn@.png,config/portrait/jinglingtouxiang/img_18_dbn@.png,config/portrait/jinglingtouxiang1/img_18_dbn@.png,config/portrait/simple/img_18_dbn@.png,config/big_hero/normal/img_18_dbn@.png,1.5,{x=60;y=60},koudai_dabiniao/hero_dabiniao.skel,,config/big_hero/standby/img_18_dbn@.png,,{x=120;y=0},<59014;536>,<531;532;533>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.3,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,,1.5,{x=-17;y=50},,,,<536>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510054,超级大比鸟,common,3,,10,,<99>,,,,54,12,config/portrait/speedranktouxiang/img_18_cjdbn@.png,config/portrait/jinglingtouxiang/img_18_cjdbn@.png,config/portrait/jinglingtouxiang1/img_18_cjdbn@.png,config/portrait/simple/img_18_cjdbn@.png,config/big_hero/normal/img_18_cjdbn@.png,1.2,{x=-60;y=20},koudai_dabiniaomega/hero_dabiniaomega.skel,,config/big_hero/standby/img_18_cjdbn@.png,,{x=120;y=0},<59014;546>,<541;542;543>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,1.8,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,2.2,{x=14;y=81},,,,<546>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510061,小拉达,common,,,,,<99;10006>,,,,61,12,config/portrait/speedranktouxiang/img_19_xld@.png,config/portrait/jinglingtouxiang/img_19_xld@.png,config/portrait/jinglingtouxiang1/img_19_xld@.png,config/portrait/simple/img_19_xld@.png,config/big_hero/normal/img_19_xld@.png,,{x=10;y=35},koudai_xiaolada/hero_xiaolada.skel,,config/big_hero/standby/img_19_xld@.png,,{x=100;y=0},<59014;616>,<611;612;613>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,1.7,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,3.5,,0.3,{x=-33;y=91},,,,<616>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510062,拉达,common,,,,,<99;10006>,,,,62,12,config/portrait/speedranktouxiang/img_20_ld@.png,config/portrait/jinglingtouxiang/img_20_ld@.png,config/portrait/jinglingtouxiang1/img_20_ld@.png,config/portrait/simple/img_20_ld@.png,config/big_hero/normal/img_20_ld@.png,0.95,{x=20;y=10},koudai_lada/hero_lada.skel,,config/big_hero/standby/img_20_ld@.png,,{x=100;y=0},<59014;626>,<621;622;623>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,,0.7,{x=-33;y=91},,,,<626>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510071,烈雀,common,,,10,,<99>,,,,71,12,config/portrait/speedranktouxiang/img_21_lq@.png,config/portrait/jinglingtouxiang/img_21_lq@.png,config/portrait/jinglingtouxiang1/img_21_lq@.png,config/portrait/simple/img_21_lq@.png,config/big_hero/normal/img_21_lq@.png,,{x=20;y=15},koudai_lieque/hero_lieque.skel,,config/big_hero/standby/img_21_lq@.png,,{x=100;y=0},<59014;716>,<711;712;713>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,1.4,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,2,,0.3,{x=-77;y=91},,,,<716>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510072,大嘴雀,common,,,10,,<99>,,,,72,12,config/portrait/speedranktouxiang/img_22_dzq@.png,config/portrait/jinglingtouxiang/img_22_dzq@.png,config/portrait/jinglingtouxiang1/img_22_dzq@.png,config/portrait/simple/img_22_dzq@.png,config/big_hero/normal/img_22_dzq@.png,1.6,{x=30;y=100},koudai_dazuique/hero_dazuique.skel,,config/big_hero/standby/img_22_dzq@.png,,{x=100;y=0},<59014;726>,<721;722;723>,,,{headPos={y=260;x=0};hitPos={y=140;x=0};lifePos={y=300;x=0};namePos={y=300;x=0}},,,,2.1,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,1.2,{x=-13;y=91},,,,<726>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510081,阿柏蛇,common,,8,,,<99>,,,,81,12,config/portrait/speedranktouxiang/img_23_abs@.png,config/portrait/jinglingtouxiang/img_23_abs@.png,config/portrait/jinglingtouxiang1/img_23_abs@.png,config/portrait/simple/img_23_abs@.png,config/big_hero/normal/img_23_abs@.png,,{x=10;y=15},koudai_aboshe/hero_aboshe.skel,,config/big_hero/standby/img_23_abs@.png,,{x=150;y=0},<59014;816>,<811;812;813>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.3,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,2,{x=-13;y=91},,,,<816>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510082,阿柏怪,common,,8,,,<99>,,,,82,12,config/portrait/speedranktouxiang/img_24_abg@.png,config/portrait/jinglingtouxiang/img_24_abg@.png,config/portrait/jinglingtouxiang1/img_24_abg@.png,config/portrait/simple/img_24_abg@.png,config/big_hero/normal/img_24_abg@.png,,{x=10;y=5},koudai_aboguai/hero_aboguai.skel,,config/big_hero/standby/img_24_abg@.png,,{x=150;y=0},<59014;826>,<821;822;823>,,,{headPos={y=300;x=0};hitPos={y=160;x=0};lifePos={y=340;x=0};namePos={y=340;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,3.5,{x=-13;y=91},,,,<826>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510091,皮丘,common,2,5,,,<99>,,,,91,12,config/portrait/speedranktouxiang/img_172_pq@.png,config/portrait/jinglingtouxiang/img_172_pq@.png,config/portrait/jinglingtouxiang1/img_172_pq@.png,config/portrait/simple/img_172_pq@.png,config/big_hero/normal/img_172_pq@.png,,{x=30;y=35},koudai_piqiu/hero_piqiu.skel,,config/big_hero/standby/img_172_pq@.png,,{x=140;y=-20},<59014;914;916>,<911;912;913>,,,{headPos={y=220;x=0};hitPos={y=120;x=0};lifePos={y=260;x=0};namePos={y=260;x=0}},,,,2.1,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,2,,0.3,{x=-76;y=91},,,,<916>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510092,皮卡丘,common,2,5,,,<99>,,,,92,12,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1.1,{x=-20;y=30},koudai_pikaqiu/hero_pikaqiu.skel,,config/big_hero/standby/img_25_pkq@.png,,{x=140;y=-20},<59014;924;926>,<921;922;923>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,6,,0.4,{x=-29;y=91},,,,<926>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510093,雷丘,common,2,5,,,<99>,,,,93,12,config/portrait/speedranktouxiang/img_26_lq@.png,config/portrait/jinglingtouxiang/img_26_lq@.png,config/portrait/jinglingtouxiang1/img_26_lq@.png,config/portrait/simple/img_26_lq@.png,config/big_hero/normal/img_26_lq@.png,,{x=30;y=30},koudai_leiqiu/hero_leiqiu.skel,,config/big_hero/standby/img_26_lq@.png,,{x=140;y=-20},<59014;934;936>,<931;932;933>,,,{headPos={y=240;x=0};hitPos={y=130;x=0};lifePos={y=280;x=0};namePos={y=280;x=0}},,,,2.6,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,0.8,{x=-29;y=91},,,,<936>,,<1;1;1;1>,2,,,,,,,,,,,,,,
510101,穿山鼠,common,,9,,,<99;10006>,,,,101,12,config/portrait/speedranktouxiang/img_27_css@.png,config/portrait/jinglingtouxiang/img_27_css@.png,config/portrait/jinglingtouxiang1/img_27_css@.png,config/portrait/simple/img_27_css@.png,config/big_hero/normal/img_27_css@.png,0.95,{x=0;y=20},koudai_chuanshanshu/hero_chuanshanshu.skel,,config/big_hero/standby/img_27_css@.png,,{x=140;y=-20},<59014;1016>,<1011;1012;1013>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,1.6,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0.6,{x=-29;y=91},,,,<1016>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510102,穿山王,common,,9,,,<99;10006>,,,,102,12,config/portrait/speedranktouxiang/img_28_csw@.png,config/portrait/jinglingtouxiang/img_28_csw@.png,config/portrait/jinglingtouxiang1/img_28_csw@.png,config/portrait/simple/img_28_csw@.png,config/big_hero/normal/img_28_csw@.png,,{x=10;y=10},koudai_chuanshanwang/hero_chuanshanwang.skel,,config/big_hero/standby/img_28_csw@.png,,{x=100;y=0},<59014;1026>,<1021;1022;1023>,,,,,,,1.8,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,1,{x=-29;y=91},,,,<1026>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510111,尼多兰,common,,8,,,<99;111>,,,,111,12,config/portrait/speedranktouxiang/img_29_ndl@.png,config/portrait/jinglingtouxiang/img_29_ndl@.png,config/portrait/jinglingtouxiang1/img_29_ndl@.png,config/portrait/simple/img_29_ndl@.png,config/big_hero/normal/img_29_ndl@.png,,{x=10;y=15},koudai_niduolan/hero_niduolan.skel,,config/big_hero/standby/img_29_ndl@.png,,{x=140;y=-20},<59014;1116>,<1111;1112;1113>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.1,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.4,{x=-42;y=91},,,,<1116>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510112,尼多娜,common,,8,,,<99;111>,,,,112,12,config/portrait/speedranktouxiang/img_30_ndn@.png,config/portrait/jinglingtouxiang/img_30_ndn@.png,config/portrait/jinglingtouxiang1/img_30_ndn@.png,config/portrait/simple/img_30_ndn@.png,config/big_hero/normal/img_30_ndn@.png,,{x=0;y=30},koudai_niduona/hero_niduona.skel,,config/big_hero/standby/img_30_ndn@.png,,{x=140;y=-20},<59014;1126>,<1121;1122;1123>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0.8,{x=-42;y=91},,,,<1126>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510113,尼多后,common,,8,9,,<99;111>,,,,113,12,config/portrait/speedranktouxiang/img_31_ndh@.png,config/portrait/jinglingtouxiang/img_31_ndh@.png,config/portrait/jinglingtouxiang1/img_31_ndh@.png,config/portrait/simple/img_31_ndh@.png,config/big_hero/normal/img_31_ndh@.png,,{x=0;y=10},koudai_niduohou/hero_niduohou.skel,,config/big_hero/standby/img_31_ndh@.png,,{x=140;y=-20},<59014;1136>,<1131;1132;1133>,,,{headPos={y=290;x=0};hitPos={y=155;x=0};lifePos={y=330;x=0};namePos={y=330;x=0}},,,,2.3,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,1.3,{x=-42;y=91},,,,<1136>,,<1;1;1;1>,1,,,,,,,,,,,,,,
510121,尼多朗,common,,8,,,<99;121>,,,,121,12,config/portrait/speedranktouxiang/img_32_ndl@.png,config/portrait/jinglingtouxiang/img_32_ndl@.png,config/portrait/jinglingtouxiang1/img_32_ndl@.png,config/portrait/simple/img_32_ndl@.png,config/big_hero/normal/img_32_ndl@.png,,{x=-5;y=10},koudai_niduolang/hero_niduolang.skel,,config/big_hero/standby/img_32_ndl@.png,,{x=140;y=-20},<59014;1216>,<1211;1212;1213>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.4,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,0.5,{x=-68;y=91},,,,<1216>,,<1;1;1;1>,3,,,,,,,,,,,,,,
510122,尼多力诺,common,,8,,,<99;121>,,,,122,12,config/portrait/speedranktouxiang/img_33_ndln@.png,config/portrait/jinglingtouxiang/img_33_ndln@.png,config/portrait/jinglingtouxiang1/img_33_ndln@.png,config/portrait/simple/img_33_ndln@.png,config/big_hero/normal/img_33_ndln@.png,,{x=15;y=20},koudai_niduolinuo/hero_niduolinuo.skel,,config/big_hero/standby/img_33_ndln@.png,,{x=140;y=-20},<59014;1226>,<1221;1222;1223>,,,{headPos={y=200;x=0};hitPos={y=110;x=0};lifePos={y=240;x=0};namePos={y=240;x=0}},,,,2.2,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,0.9,{x=-36;y=91},,,,<1226>,,<1;1;1;1>,3,,,,,,,,,,,,,,
