变量名,name,_beizhu,isShow,icon,desc,desc1,quality,use,type,stackMax,specialArgsMap,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,drawItemType,descType,ruleType,showNum
8078,太极如御·藏玛然特,,,config/portrait/speedranktouxiang/img_889_zmrtpf@.png,获得后可以使用一套藏玛然特的永久时装（重复获得时转化为10个藏玛然特碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=141},,,,,,,,,,,,,,,,,,,,,,,,{24601=10},,,,,
8079,7日太极如御·藏玛然特,,,config/portrait/speedranktouxiang/img_889_zmrtpf@.png,获得后可以使用一套藏玛然特的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=141},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,星际制裁者·超级超梦X,,,config/portrait/speedranktouxiang/img_150_cjcmxpf@.png,获得后可以使用一套超级超梦X的永久时装（重复获得时转化为10个超梦碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=142},,,,,,,,,,,,,,,,,,,,,,,,{20761=10},,,,,
8081,7日星际制裁者·超级超梦X,,,config/portrait/speedranktouxiang/img_150_cjcmxpf@.png,获得后可以使用一套超级超梦X的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=142},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082,摩诃伽罗·解放胡帕,,,config/portrait/speedranktouxiang/img_720_jfhppf@.png,获得后可以使用一套解放胡帕的永久时装（重复获得时转化为10个胡帕碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=143},,,,,,,,,,,,,,,,,,,,,,,,{23641=10},,,,,
8083,7日摩诃伽罗·解放胡帕,,,config/portrait/speedranktouxiang/img_720_jfhppf@.png,获得后可以使用一套解放胡帕的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=143},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,垒磊石·深渊祭坛,,,config/portrait/jinglingtouxiang/img_805_llspf@.png,获得后可以使用一套垒磊石的永久时装（重复获得时转化为10个垒磊石碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=144},,,,,,,,,,,,,,,,,,,,,,,,{24141=10},,,,,
8085,7日垒磊石·深渊祭坛,,,config/portrait/jinglingtouxiang/img_805_llspf@.png,获得后可以使用一套垒磊石的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=144},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8086,凯路迪欧·觉悟·沧海明珠,,,config/portrait/jinglingtouxiang/img_647_kldojwxtpf@.png,获得后可以使用一套凯路迪欧·觉悟的永久时装（重复获得时转化为10个凯路迪欧·觉悟碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=145},,,,,,,,,,,,,,,,,,,,,,,,{27071=10},,,,,
8087,7日凯路迪欧·觉悟·沧海明珠,,,config/portrait/jinglingtouxiang/img_647_kldojwxtpf@.png,获得后可以使用一套凯路迪欧·觉悟的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=145},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088,复仇魔女·超级蒂安希,,,config/portrait/speedranktouxiang/img_719_cjdaxpf2@.png,获得后可以使用一套超级蒂安希的永久时装（重复获得时转化为10个蒂安希碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=146},,,,,,,,,,,,,,,,,,,,,,,,{23631=10},,,,,
8089,7日复仇魔女·超级蒂安希,,,config/portrait/speedranktouxiang/img_719_cjdaxpf2@.png,获得后可以使用一套超级蒂安希的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=146},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,星际吞噬·基格尔德,,,config/portrait/speedranktouxiang/img_718_jgedpf100@.png,获得后可以使用一套基格尔德的永久时装（重复获得时转化为10个基格尔德碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=147},,,,,,,,,,,,,,,,,,,,,,,,{23621=10},,,,,
8091,7日星际吞噬·基格尔德,,,config/portrait/speedranktouxiang/img_718_jgedpf100@.png,获得后可以使用一套基格尔德的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=147},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092,皇家骑士·霏欧纳,,,config/portrait/speedranktouxiang/img_489_fonpf@.png,获得后可以使用一套霏欧纳的永久时装（重复获得时转化为10个霏欧纳碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=148},,,,,,,,,,,,,,,,,,,,,,,,{22411=10},,,,,
8093,7日皇家骑士·霏欧纳,,,config/portrait/speedranktouxiang/img_489_fonpf@.png,获得后可以使用一套霏欧纳的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=148},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8094,太极离火·苍响,,,config/portrait/speedranktouxiang/img_888_cxpf@.png,获得后可以使用一套苍响的永久时装（重复获得时转化为10个苍响碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=149},,,,,,,,,,,,,,,,,,,,,,,,{24591=10},,,,,
8095,7日太极离火·苍响,,,config/portrait/speedranktouxiang/img_888_cxpf@.png,获得后可以使用一套苍响的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=149},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096,果然翁·幻梦试剂,,,config/portrait/speedranktouxiang/img_202_grwpf@.png,获得后可以使用一套果然翁的永久时装（重复获得时转化为10个果然翁碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=150},,,,,,,,,,,,,,,,,,,,,,,,{20991=10},,,,,
8097,7日果然翁·幻梦试剂,,,config/portrait/speedranktouxiang/img_202_grwpf@.png,获得后可以使用一套果然翁的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=150},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,闪光超级艾路雷朵·恶魔侍卫,,,config/portrait/speedranktouxiang/img_475_sgcjalldpf@.png,获得后可以使用一套闪光超级艾路雷朵的永久时装（重复获得时转化为10个闪光超级艾路雷朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=151},,,,,,,,,,,,,,,,,,,,,,,,{27061=10},,,,,
8099,7日闪光超级艾路雷朵·恶魔侍卫,,,config/portrait/speedranktouxiang/img_475_sgcjalldpf@.png,获得后可以使用一套闪光超级艾路雷朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=151},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101,雪人测试道具,,,config/item/icon_hj.png,打开后可随机获得各种资源,,4,,7,,{exp=10;level=<<1;150;10013>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
8102,探险者勋章,,FALSE,config/item/icon_hz.png,在大冒险活动中获得，可用来购买活动道具卡、骰子,,4,,,,{yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111,代金券,,FALSE,config/item/icon_djq.png,可在小店事件中抵消1次探险者勋章的消费,,4,,,,{yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,普通骰子,,FALSE,config/item/icon_tz1.png,一颗普通的骰子,,4,,,,{event=3;points=<1;2;3;4;5;6>;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,奇怪的骰子,,FALSE,config/item/icon_tz2.png,可投掷出1、1、1、4、6、10的骰子,,4,,,,{event=3;points=<1;1;1;4;6;10>;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114,勋章骰子,,FALSE,config/item/icon_tz3.png,获得移动点数以及对应点数的探险者勋章,,4,,,,{coin=1;event=3;points=<1;2;3;4;5;6>;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115,冲刺卡,,FALSE,config/item/icon_cck2.png,使用后，在下回合投掷骰子后额外增加3点移动,,4,,,,{event=5;steps=3;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116,随意门,,FALSE,config/item/icon_sym2.png,使用后，移动到宝箱前1格(不触发事件),,4,,,,{event=1;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,转向卡,,FALSE,config/item/icon_zxk2.png,使用后可以反转移动方向,,4,,,,{event=2;yytype=60},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118,行动点,,FALSE,config/item/51send_xdd.png,在限定活动奇妙探险中消耗以开启委托,,4,,,,{yytype=65},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,飞鸢,,,config/item/icon_zy.png,获得后自动收集，可在七夕活动中领取收集奖励以及参与乞巧,,4,,21,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
8120,好运券,,FALSE,config/item/icon_hycj.png,可以用于活动好运抽奖中抽取奖励道具，活动结束后好运券会清空，请记得使用哦！,,4,,,,{yytype=84},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,启示铭文,,FALSE,config/item/icon_qsmw.png,可以用于活动启示之塔中启动抽奖，活动结束后启示铭文会清空，请记得使用哦！,,4,,,,{yytype=86},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122,捞宝网杆,,,config/item/icon_lbwg.png,可以用于活动捞一捞中启动抽奖哦,,4,,,,,,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8123,福至宝券,,FALSE,config/item/icon_ckq.png,可以在活动拜贺瑞年中拜贺抽奖哦,,4,,,,{yytype=87},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8124,如意宝珠,,FALSE,config/item/icon_dh1.png,可以在活动拜贺瑞年中获得，并在活动内的商铺兑换商品,,4,,,,{yytype=87},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8125,珍奇海星,,,config/item/icon_huobi.png,在活动惊喜捞一捞中获得，可以在活动中的珍奇集市内兑换精英精灵助战材料,,4,,,,{yytype=87},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8126,珍奇珊瑚,,,config/item/icon_huobi1.png,在活动惊喜捞一捞中获得，可以在活动中的珍奇集市内兑换神兽精灵助战材料,,5,,,,{yytype=87},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8127,珍奇珠贝,,,config/item/icon_beike.png,在活动惊喜捞一捞中获得，可以在活动中的珍奇集市内兑换助战觉醒材料,,5,,,,{yytype=87},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8128,多彩剪子,,,config/item/icon_qfd.png,在礼盒转转乐中的使用可以开启礼盒奖励,,4,,,,{yytype=99},,<2>,,,9999,9999,,,,,,,,,,,,,,,,,,,,,,,
8130,萨戮德·奶爸拳魂,,,config/portrait/speedranktouxiang/img_893_sldpf@.png,获得后可以使用一套萨戮德的永久时装（重复获得时转化为10个萨戮德碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=152},,,,,,,,,,,,,,,,,,,,,,,,{24631=10},,,,,
8131,7日萨戮德·奶爸拳魂,,,config/portrait/speedranktouxiang/img_893_sldpf@.png,获得后可以使用一套萨戮德的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=152},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,次元骇客·超级超梦Y,,,config/portrait/speedranktouxiang/img_150_cjcmypf@.png,获得后可以使用一套超级超梦Y的永久时装（重复获得时转化为10个超梦碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=153},,,,,,,,,,,,,,,,,,,,,,,,{20761=10},,,,,
8133,7日次元骇客·超级超梦Y,,,config/portrait/speedranktouxiang/img_150_cjcmypf@.png,获得后可以使用一套超级超梦Y的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=153},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134,电音狂想·电束木,,,config/portrait/speedranktouxiang/img_796_dsmpf@.png,获得后可以使用一套电束木的永久时装（重复获得时转化为10个电束木碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=154},,,,,,,,,,,,,,,,,,,,,,,,{24061=10},,,,,
8135,7日电音狂想·电束木,,,config/portrait/speedranktouxiang/img_796_dsmpf@.png,获得后可以使用一套电束木的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=154},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,恶魔女王·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndpf@.png,获得后可以使用一套闪光超级沙奈朵的永久时装（重复获得时转化为10个闪光超级沙奈朵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=138},,,,,,,,,,,,,,,,,,,,,,,,{27051=10},,,,,
8137,7日恶魔女王·闪光超级沙奈朵,,,config/portrait/speedranktouxiang/img_282_sgcjsndpf@.png,获得后可以使用一套闪光超级沙奈朵的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=138},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138,白羽圣骑·蕾冠王·白马,,,config/portrait/speedranktouxiang/img_898_lgwbmpf@.png,获得后可以使用一套蕾冠王·白马的永久时装（重复获得时转化为10个蕾冠王·白马碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=155},,,,,,,,,,,,,,,,,,,,,,,,{24682=10},,,,,
8139,7日白羽圣骑·蕾冠王·白马,,,config/portrait/speedranktouxiang/img_898_lgwbmpf@.png,获得后可以使用一套蕾冠王·白马的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=155},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140,义海军魂·捷拉奥拉,,,config/portrait/speedranktouxiang/img_807_jlalpf2@.png,获得后可以使用一套捷拉奥拉的永久时装（重复获得时转化为10个捷拉奥拉碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=156},,,,,,,,,,,,,,,,,,,,,,,,{24161=10},,,,,
8141,7日义海军魂·捷拉奥拉,,,config/portrait/speedranktouxiang/img_807_jlalpf2@.png,获得后可以使用一套捷拉奥拉的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=156},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,释天龙王·暗黑酋雷姆,,,config/portrait/speedranktouxiang/img_646_ahqlmpf@.png,获得后可以使用一套暗黑酋雷姆的永久时装（重复获得时转化为10个酋雷姆碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=157},,,,,,,,,,,,,,,,,,,,,,,,{23241=10},,,,,
8143,7日释天龙王·暗黑酋雷姆,,,config/portrait/speedranktouxiang/img_646_ahqlmpf@.png,获得后可以使用一套暗黑酋雷姆的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=157},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,多闻天王·龙卷云,,,config/portrait/speedranktouxiang/img_641_ljypf@.png,获得后可以使用一套龙卷云的永久时装（重复获得时转化为10个龙卷云碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=158},,,,,,,,,,,,,,,,,,,,,,,,{23191=10},,,,,
8145,7日多闻天王·龙卷云,,,config/portrait/speedranktouxiang/img_641_ljypf@.png,获得后可以使用一套龙卷云的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=158},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,亢金龙·密勒顿,,,config/portrait/speedranktouxiang/img_1008_mldpf@.png,获得后可以使用一套密勒顿的永久时装（重复获得时转化为10个密勒顿碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=159},,,,,,,,,,,,,,,,,,,,,,,,{25391=10},,,,,
8147,7日亢金龙·密勒顿,,,config/portrait/speedranktouxiang/img_1008_mldpf@.png,获得后可以使用一套密勒顿的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=159},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,幻海潮生·玛纳霏,,,config/portrait/speedranktouxiang/img_490_mnfpf2@.png,获得后可以使用一套玛纳霏的永久时装（重复获得时转化为10个玛纳霏碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=160},,,,,,,,,,,,,,,,,,,,,,,,{22421=10},,,,,
8149,7日幻海潮生·玛纳霏,,,config/portrait/speedranktouxiang/img_490_mnfpf2@.png,获得后可以使用一套玛纳霏的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=160},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,天命猴·烈焰猴,,,config/portrait/speedranktouxiang/img_392_lyhpf@.png,获得后可以使用一套烈焰猴的永久时装（重复获得时转化为10个烈焰猴碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=161},,,,,,,,,,,,,,,,,,,,,,,,{22021=10},,,,,
8151,7日天命猴·烈焰猴,,,config/portrait/speedranktouxiang/img_392_lyhpf@.png,获得后可以使用一套烈焰猴的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=161},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,梵天烈焰·焰白酋雷姆,,,config/portrait/speedranktouxiang/img_646_ybqlmpf@.png,获得后可以使用一套焰白酋雷姆的永久时装（重复获得时转化为10个酋雷姆碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=162},,,,,,,,,,,,,,,,,,,,,,,,{23241=10},,,,,
8153,7日梵天烈焰·焰白酋雷姆,,,config/portrait/speedranktouxiang/img_646_ybqlmpf@.png,获得后可以使用一套焰白酋雷姆的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=162},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154,持国天王·雷电云,,,config/portrait/speedranktouxiang/img_642_ldypf@.png,获得后可以使用一套雷电云的永久时装（重复获得时转化为10个雷电云碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=163},,,,,,,,,,,,,,,,,,,,,,,,{23201=10},,,,,
8155,7日持国天王·雷电云,,,config/portrait/speedranktouxiang/img_642_ldypf@.png,获得后可以使用一套雷电云的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=163},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,竹林刀影·闪光超级蜥蜴王,,,config/portrait/speedranktouxiang/img_254_sgcjxywpf@.png,获得后可以使用一套闪光超级蜥蜴王的永久时装（重复获得时转化为10个闪光超级蜥蜴王碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=164},,,,,,,,,,,,,,,,,,,,,,,,{27141=10},,,,,
8157,7日竹林刀影·闪光超级蜥蜴王,,,config/portrait/speedranktouxiang/img_254_sgcjxywpf@.png,获得后可以使用一套闪光超级蜥蜴王的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=164},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158,虎先锋·炽焰咆哮虎,,,config/portrait/speedranktouxiang/img_727_cypxhpf@.png,获得后可以使用一套炽焰咆哮虎的永久时装（重复获得时转化为10个炽焰咆哮虎碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=165},,,,,,,,,,,,,,,,,,,,,,,,{23671=10},,,,,
8159,7日虎先锋·炽焰咆哮虎,,,config/portrait/speedranktouxiang/img_727_cypxhpf@.png,获得后可以使用一套炽焰咆哮虎的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=165},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,噬日星云·黄昏之鬃,,,config/portrait/speedranktouxiang/img_800_hhzzpf@.png,获得后可以使用一套黄昏之鬃的永久时装（重复获得时转化为10个奈克洛兹玛碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=166},,,,,,,,,,,,,,,,,,,,,,,,{24101=10},,,,,
8161,7日噬日星云·黄昏之鬃,,,config/portrait/speedranktouxiang/img_800_hhzzpf@.png,获得后可以使用一套黄昏之鬃的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=166},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,烈焰枪魂·大吾超级巨金怪,,,config/portrait/speedranktouxiang/img_376_sgcjjjgpf@.png,获得后可以使用一套大吾超级巨金怪的永久时装（重复获得时转化为10个大吾超级巨金怪碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=167},,,,,,,,,,,,,,,,,,,,,,,,{27081=10},,,,,
8163,7日烈焰枪魂·大吾超级巨金怪,,,config/portrait/speedranktouxiang/img_376_sgcjjjgpf@.png,获得后可以使用一套大吾超级巨金怪的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=167},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164,花洁夫人·金杏花舞,,,config/portrait/speedranktouxiang/img_671_hjfrpf@.png,获得后可以使用一套花洁夫人的永久时装（重复获得时转化为10个花蓓蓓碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=168},,,,,,,,,,,,,,,,,,,,,,,,{23351=10},,,,,
8165,7日金杏花舞·花洁夫人,,,config/portrait/speedranktouxiang/img_671_hjfrpf@.png,获得后可以使用一套花洁夫人的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=168},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,无极汰那·血烬龙骸,,,config/portrait/speedranktouxiang/img_890_wjtnpf@.png,获得后可以使用一套无极汰那的永久时装（重复获得时转化为10个无极汰那碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=169},,,,,,,,,,,,,,,,,,,,,,,,{24611=10},,,,,
8167,7日无极汰那·血烬龙骸,,,config/portrait/speedranktouxiang/img_890_wjtnpf@.png,获得后可以使用一套无极汰那的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=169},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168,红色闪电超级巨钳螳螂·数码镰影,,,config/portrait/speedranktouxiang/img_212_sgcjjqtlpf@.png,获得后可以使用一套红色闪电超级巨钳螳螂的永久时装（重复获得时转化为10个红色闪电超级巨钳螳螂碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=170},,,,,,,,,,,,,,,,,,,,,,,,{27191=10},,,,,
8169,7日红色闪电超级巨钳螳螂·数码镰影,,,config/portrait/speedranktouxiang/img_212_sgcjjqtlpf@.png,获得后可以使用一套红色闪电超级巨钳螳螂的限时体验时装,,6,,15,,{days=7;logoRes=common/txt/logo_skin_qrsz.png;skinID=170},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,葱游兵·西部牛仔,,,config/portrait/speedranktouxiang/img_865_cybpf@.png,获得后可以使用一套葱游兵的永久时装（重复获得时转化为10个葱游兵碎片）,,6,,15,,{days=0;logoRes=common/txt/logo_skin_yjsz.png;skinID=171},,,,,,,,,,,,,,,,,,,,,,,,{24431=10},,,,,
