变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
705534,,2823293,,,,,,,,,,,,1,koudai_beijing/senlin2.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=15333.3;aniLoop=FALSE;aniName=yzsnd_skill2;offsetY=0;scale=0.66},,,,,,
705571,,2823801,,,,<0.2;0.2;0.3;0.3>,,<0;566.6;1033.3;2166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
705572,,1,,,,,,,,,,,,,,,<90;2823892>,,,,,
705573,,2823892,,,,,,,,,,,,1,koudai_sgcjalld/hero_sgcjalld.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705574,,1,,,,,,,,,,,,,,,<90;2823893>,,,,,
705575,,2823893,,,,,,,,,,,,1,koudai_sgcjalldpf/hero_sgcjalldpf.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
705611,,4753201,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
705621,,4753204,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706111,,4754001,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;133.3;400>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706121,,4754005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2>,,<0;333.3;833.3;166.6;166.6;200;166.6;200>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706131,,4754013,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
706132,,1,,,,,,,,,,,,,,,<90;4754092>,{bones=<hitman_move;hitman_move2;hitman_move3>},,,,
706133,,4754092,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=14500;aniLoop=FALSE;aniName=sgcjalld_skill2;offsetY=0;scale=0.7},,,,,,
706171,,4754101,,,,<0.2;0.2;0.3;0.3>,,<0;566.6;1033.3;2166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
706172,,1,,,,,,,,,,,,,,,<90;4754192>,,,,,
706173,,4754192,,,,,,,,,,,,1,koudai_sgcjsnd/hero_sgsnd_mega.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
706174,,1,,,,,,,,,,,,,,,<90;4754193>,,,,,
706175,,4754193,,,,,,,,,,,,1,koudai_sgcjsndyzpf/hero_sgcjsndyzpf.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
706176,,1,,,,,,,,,,,,,,,<90;4754194>,,,,,
706177,,4754194,,,,,,,,,,,,1,koudai_sgcjsndpf/hero_sgcjsndpf.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
706211,,4754201,,,,<0.5;0.5>,,<0;800>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706221,,4754203,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;533.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706222,,4754208,,,,<0.5;0.5>,,<0;533.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
706231,,4754207,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
706232,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=19866.6}>,,,,<90;4754291;4754292;4754293;4754294>,,,,,
706233,,4754291,,,,,,,,,,,,1,koudai_beijing/gezi.skel,{screenPos=0;addTolayer=1;zorder=1;delay=0;offsetX=0;lastTime=19866.6;aniLoop=FALSE;aniName=sgcjalldpf_skill2_qian;offsetY=0;scale=0.7},,,,,,
706234,,4754292,,,,,,,,,,,,1,koudai_beijing/gezi.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=19866.6;aniLoop=FALSE;aniName=sgcjalldpf_skill2_hou;offsetY=0;scale=0.7},,,,,,
706235,,4754293,,,,,,,,,,,,1,koudai_beijing/huoshan_mega.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=19866.6;aniLoop=FALSE;aniName=sgcjalldpf_skill2;offsetY=0;scale=0.7},,,,,,
706236,,4754294,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-10;delay=0;offsetX=0;lastTime=19866.6;aniLoop=FALSE;aniName=sgcjalldpf_skill2;offsetY=0;scale=0.7},,,,,,
706271,,4754210,,,,<0.3;0.3;0.4>,,<0;533.3;1000>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
706272,,1,,,,,,,,,,,,,,,<90;4754252>,,,,,
706273,,4754252,,,,,,,,,,,,1,koudai_sgcjsnd/hero_sgsnd_mega.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
706274,,1,,,,,,,,,,,,,,,<90;4754253>,,,,,
706275,,4754253,,,,,,,,,,,,1,koudai_sgcjsndyzpf/hero_sgcjsndyzpf.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
706276,,1,,,,,,,,,,,,,,,<90;4754254>,,,,,
706277,,4754254,,,,,,,,,,,,1,koudai_sgcjsndpf/hero_sgcjsndpf.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=-50;lastTime=6266.6;aniLoop=FALSE;aniName=hetiji;offsetY=-80;scale=0.66},,,,,,
707111,,647101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707121,,647102,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707131,,647103,,,,<0.3;0.3;0.4>,,<0;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
707132,,1,,,,,,,,,<{zorder=9999;delay=0;lastTime=18745}>,,,,,,<90;647191;647192>,{bones=<hitman_move>},,,,
707133,,647191,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-10;offsetX=0;lastTime=13993;aniLoop=FALSE;aniName=kailudioujuewu_skill2;offsetY=0;scale=0.7},,,,,,
707134,,647192,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=-1;zorder=-20;offsetX=0;lastTime=13993;aniLoop=FALSE;aniName=kailudioujuewu_skill2;offsetY=0;scale=0.7},,,,,,
707141,,647104,,,,<1>,,<0>,{beginT=0;count=1;disx=45;disy=65;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707151,,647105,,,,<1;1;1>,,<0;429;693>,{beginT=0;count=1;disx=25;disy=35;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707211,,647201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707311,,647301,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707321,,647302,,,,<0.5;0.5>,,<0;500>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707331,,647303,,,,<0.3;0.3;0.4>,,<0;300;3297>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
707332,,1,,,,,,,,,<{zorder=9999;delay=0;lastTime=28745}>,,,,,,<90;647391;647392>,{bones=<hitman_move>},,,,
707333,,647391,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-10;offsetX=0;lastTime=20577;aniLoop=FALSE;aniName=kailudiou_juewu_pifu_skill2;offsetY=0;scale=0.7},,,,,,
707334,,647392,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-20;offsetX=0;lastTime=20577;aniLoop=FALSE;aniName=kailudiou_juewu_pifu_skill2;offsetY=0;scale=0.7},,,,,,
707341,,647304,,,,<1>,,<0>,{beginT=0;count=1;disx=45;disy=65;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707351,,647305,,,,<1;1;1>,,<0;429;693>,{beginT=0;count=1;disx=25;disy=35;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
707411,,647401,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708111,,376201,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;300;300;300;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708121,,376207,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708131,,376208,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
708132,,1,,,,,,,,,,,,,,,<90;376291;376292;376293>,{bones=<hitman_move1;hitman_move2>},,,,
708133,,376291,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=1;zorder=10;delay=0;offsetX=0;lastTime=13966.3;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2_qian;offsetY=0;scale=0.66},,,,,,
708134,,376292,,,,,,,,,,,,1,koudai_beijing/shamo.skel,{screenPos=0;addTolayer=-1;zorder=5;delay=0;offsetX=0;lastTime=13966.3;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2;offsetY=0;scale=0.66},,,,,,
708135,,376293,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=13966.3;aniLoop=FALSE;aniName=sgjujinguai_mega_skill2_hou;offsetY=0;scale=0.66},,,,,,
708171,,376210,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708172,,376211,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708173,,376212,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708211,,376301,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708221,,376302,,,,<0.3;0.3;0.4>,,<0;400;450>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708231,,376306,,,,<0.5;0.5>,,<0;440>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
708232,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=16333.3}>,,,,<90;376392>,,,,,
708233,,376392,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{screenPos=0;addTolayer=-1;zorder=10;delay=0;offsetX=0;lastTime=16666.7;aniLoop=FALSE;aniName=dwcjjjg_skill2;offsetY=0;scale=0.66},,,,,,
708271,,376308,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708272,,376310,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
708273,,376212,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
709111,,445101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
709121,,445103,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
709131,,445104,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;400;400;685;1023>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
709132,,1,,,,,,,,,<{zorder=99999;delay=0;lastTime=37700}>,,<{hide=FALSE;delay=0;lastTime=23860}>,,,,<90;445191>,{bones=<hitman_move>},,,,
709133,,445191,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=23860;aniLoop=FALSE;aniName=baozoumegalieyaolusha_skill2;offsetY=0;scale=0.7},,,,,,
710111,,257201,,,,<0.3;0.7>,,<0;429>,{beginT=0;disx=10;disy=10;endT=100;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
710112,,257202,,,,,,,,,,<{t=400;x=0;y=320;rot=10;delay=0};{t=400;x=0;y=400;rot=5;delay=400};{t=300;x=0;y=0;rot=0;delay=800}>,,,,,,,FALSE,,{lifeBar={show=TRUE}},
710121,,257205,,,,<0.2;0.2;0.2;0.4>,,<0;300;300;489>,{beginT=0;disx=15;disy=20;endT=100;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
710131,,257211,,,,<0.2;0.2;0.3;0.3>,,<0;2310;8599;429>,{beginT=0;disx=20;disy=30;endT=100;isRepeat=TRUE},,,,,,,,,,,,,
710132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=90000}>,,,,<90;257291;257292;257293>,,,,,
710133,,257291,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=1;zorder=555;delay=0;offsetX=0;lastTime=19664;aniLoop=FALSE;aniName=jiamianhuoyanji_skill2_qian;offsetY=0;scale=0.66},,,,,,
710134,,257292,,,,,,,,,,,,1,koudai_beijing/cloud.skel,{screenPos=0;addTolayer=-1;zorder=-2;delay=0;offsetX=0;lastTime=19664;aniLoop=FALSE;aniName=jiamianhuoyanji_skill2_hou;offsetY=0;scale=0.66},,,,,,
710135,,257293,,,,,,,,,,,,1,koudai_beijing/huoshan.skel,{screenPos=0;addTolayer=-1;zorder=-5;delay=0;offsetX=0;lastTime=19664;aniLoop=FALSE;aniName=jiamianhuoyanji_skill2;offsetY=0;scale=0.66},,,,,,
710141,,257221,,,,<1>,,<50>,{beginT=0;disx=10;disy=10;endT=100;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
710151,,257231,,,,<0.3;0.7>,,<0;693>,{beginT=0;disx=10;disy=10;endT=100;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711111,,448401,,,,<0.3;0.3;0.4>,,<0;200;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711121,,448402,,,,<0.3;0.3;0.4>,,<0;100;666.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711131,,448403,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;1100;900;3566.6;2000>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
711132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=18666.6}>,,,,<90;448491>,,,,,
711133,,448491,,,,,,,,,,,,1,koudai_beijing/miao.skel,{screenPos=0;addTolayer=-1;zorder=-50;delay=0;offsetX=0;lastTime=18666.6;aniLoop=FALSE;aniName=sglukaliou_skill2;offsetY=0;scale=0.66},,,,,,
711171,,448451,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711172,,448452,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711173,,448453,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711174,,448454,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
711175,,448455,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
712111,,6301,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
712121,,6302,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;1566.6;360>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
712131,,6312,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;1000;2333.3;1666.6;9666.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
712132,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move;hitman_move2>},,,,
713111,,460201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
713121,,460202,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
713131,,460203,,,,<0.25;0.25;0.25;0.25>,,<0;66.6;100;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
713132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=22200}>,,,,<90;460292>,,,,,
713133,,460292,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=22200;aniLoop=FALSE;aniName=sgcjbxw_skill2;offsetY=0;scale=0.66},,,,,,
714111,,254201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
714121,,254202,,,,<0.25;0.25;0.25;0.25>,,<0;100;133.3;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
714131,,254206,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;2333.3;5433.3;1166.6;1666.6;700;333.3;333.3;333.3;333.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
714132,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
714141,,254216,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
714211,,254301,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
714221,,254302,,,,<0.5;0.5>,,<0;833.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
714231,,254304,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
714232,,1,,,,,,,,,,,,,,,<90;254392>,{bones=<hitman_move>},,,,
714233,,254392,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=0;delay=0;offsetX=0;lastTime=14366.6;aniLoop=FALSE;aniName=xiyiwangdaoke_skill2;offsetY=0;scale=0.65},,,,,,
714241,,254305,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
715111,,3201,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
715121,,3202,,,,<0.25;0.25;0.25;0.25>,,<0;200;233.3;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
715131,,3206,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;600;6500;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
715132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=17666.6}>,,,,<90;3292;3293>,,,,,
715133,,3292,,,,,,,,,,,,1,koudai_beijing/huahai.skel,{screenPos=0;addTolayer=-1;zorder=50;delay=0;offsetX=0;lastTime=17666.6;aniLoop=FALSE;aniName=sgcjmwh_skill2;offsetY=20;scale=0.65},,,,,,
715134,,3293,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=40;delay=0;offsetX=0;lastTime=17666.6;aniLoop=FALSE;aniName=miaowahuamega_skill2;offsetY=20;scale=0.65},,,,,,
716111,,25301,,,,<0.5;0.5>,,<0;500>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
716121,,25303,,,,<0.5;0.5>,,<0;966.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
716131,,25305,,,,<0.25;0.25;0.25;0.25>,,<0;233.3;233.3;233.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
716132,,1,,,,,,,,,,,,,,,<90>,,,,,
716211,,25401,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
716221,,25403,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;200;200;266.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
716231,,25408,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
716232,,1,,,,,,,,,,,,,,,<90>,,,,,
717111,,208201,,,,<0.5;0.5>,,<0;666.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
717121,,208203,,,,<0.5;0.5>,,<0;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
717131,,208205,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
717132,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=18233}>,,,,<90;208291;208292;208293;208294;208295>,,,,,
717133,,208291,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{screenPos=0;zorder=50;offsetX=0;aniName=sgcjdgs_skill2_qian;lastTime=18233;aniLoop=FALSE;offsetY=0;addToLayer=-1;scale=0.66},,,,,,
717134,,208292,,,,,,,,,,,,1,koudai_beijing/dizhen.skel,{screenPos=0;zorder=40;offsetX=0;aniName=sgcjdgs_skill2;lastTime=18233;aniLoop=FALSE;offsetY=0;addToLayer=-1;scale=0.66},,,,,,
717135,,208293,,,,,,,,,,,,1,koudai_beijing/dashu.skel,{screenPos=0;zorder=30;offsetX=0;aniName=sgcjdgs_skill2;lastTime=18233;aniLoop=FALSE;offsetY=0;addToLayer=-1;scale=0.66},,,,,,
717136,,208294,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{screenPos=0;zorder=20;offsetX=0;aniName=sgcjdgs_skill2_hou;lastTime=18233;aniLoop=FALSE;offsetY=0;addToLayer=-1;scale=0.66},,,,,,
717137,,208295,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;zorder=10;offsetX=0;aniName=sgcjdgs_skill2;lastTime=18233;aniLoop=FALSE;offsetY=0;addToLayer=-1;scale=0.66},,,,,,
718111,,373101,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
718121,,373102,,,,<1>,,<0>,,,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
718131,,373103,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;200;200;524;660;3861;1815>,{beginT=0;count=1;disx=30;disy=30;endT=100;interval=100},,,,,,,,,,,,,
718132,,1,,,,,,,,,,,,,,,<90>,,,,,
