变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
15886,limit_box_rmb10_1011,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15887,limit_box_rmb10_1011,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15888,limit_box_rmb1_1012,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15889,limit_box_rmb1_1012,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15890,limit_box_rmb10_1012,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15891,limit_box_rmb10_1012,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15892,limit_box_rmb10_1012,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15893,limit_box_rmb10_1012,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15894,limit_box_rmb10_1012,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15895,limit_box_rmb10_1012,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15896,limit_box_rmb1_1013,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15897,limit_box_rmb1_1013,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15898,limit_box_rmb10_1013,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15899,limit_box_rmb10_1013,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15900,limit_box_rmb10_1013,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15901,limit_box_rmb10_1013,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15902,limit_box_rmb10_1013,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15903,limit_box_rmb10_1013,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15904,limit_box_rmb1_1014,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15905,limit_box_rmb1_1014,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15906,limit_box_rmb10_1014,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15907,limit_box_rmb10_1014,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15908,limit_box_rmb10_1014,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15909,limit_box_rmb10_1014,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15910,limit_box_rmb10_1014,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15911,limit_box_rmb10_1014,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15912,limit_box_rmb1_1015,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15913,limit_box_rmb1_1015,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15914,limit_box_rmb10_1015,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15915,limit_box_rmb10_1015,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15916,limit_box_rmb10_1015,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15917,limit_box_rmb10_1015,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15918,limit_box_rmb10_1015,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15919,limit_box_rmb10_1015,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15920,limit_box_rmb1_1016,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15921,limit_box_rmb1_1016,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15922,limit_box_rmb10_1016,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15923,limit_box_rmb10_1016,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15924,limit_box_rmb10_1016,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15925,limit_box_rmb10_1016,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15926,limit_box_rmb10_1016,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15927,limit_box_rmb10_1016,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15928,limit_box_rmb1_1017,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15929,limit_box_rmb1_1017,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15930,limit_box_rmb10_1017,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15931,limit_box_rmb10_1017,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15932,limit_box_rmb10_1017,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15933,limit_box_rmb10_1017,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15934,limit_box_rmb10_1017,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15935,limit_box_rmb10_1017,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15936,limit_box_rmb1_1018,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15937,limit_box_rmb1_1018,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15938,limit_box_rmb10_1018,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15939,limit_box_rmb10_1018,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15940,limit_box_rmb10_1018,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15941,limit_box_rmb10_1018,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15942,limit_box_rmb10_1018,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15943,limit_box_rmb10_1018,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15944,limit_box_rmb1_1019,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15945,limit_box_rmb1_1019,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15946,limit_box_rmb10_1019,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15947,limit_box_rmb10_1019,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15948,limit_box_rmb10_1019,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15949,limit_box_rmb10_1019,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15950,limit_box_rmb10_1019,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15951,limit_box_rmb10_1019,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15952,limit_box_rmb1_1020,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15953,limit_box_rmb1_1020,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15954,limit_box_rmb10_1020,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15955,limit_box_rmb10_1020,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15956,limit_box_rmb10_1020,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15957,limit_box_rmb10_1020,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15958,limit_box_rmb10_1020,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15959,limit_box_rmb10_1020,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
15960,limit_box_rmb1_1021,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
15961,limit_box_rmb1_1021,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
15962,limit_box_rmb10_1021,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15963,limit_box_rmb10_1021,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15964,limit_box_rmb10_1021,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15965,limit_box_rmb10_1021,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15966,limit_box_rmb10_1021,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
15967,limit_box_rmb10_1021,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
