变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
464011,4641,400,1,,,%s,22,300,23,300,,,,,,,,,
464012,4641,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
464013,4641,500,1,,,%s,24,500,,,,,,,,,,,
465001,4651,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
465002,4651,40,1,,,%s,1,3%,,,,,,,,,,,
465003,4651,60,1,,,%s,14,300,15,300,,,,,,,,,
465004,4651,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
465005,4651,100,1,,,%s,7,3%,8,3%,,,,,,,,,
465006,4651,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
465007,4651,200,1,,,%s,17,300,19,300,,,,,,,,,
465008,4651,250,1,,,%s,9,3%,10,3%,,,,,,,,,
465009,4651,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
465010,4651,350,1,,,%s,11,300,12,300,,,,,,,,,
465011,4651,400,1,,,%s,22,300,23,300,,,,,,,,,
465012,4651,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
465013,4651,500,1,,,%s,24,500,,,,,,,,,,,
466001,4661,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
466002,4661,40,1,,,%s,1,3%,,,,,,,,,,,
466003,4661,60,1,,,%s,14,300,15,300,,,,,,,,,
466004,4661,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
466005,4661,100,1,,,%s,7,3%,8,3%,,,,,,,,,
466006,4661,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
466007,4661,200,1,,,%s,17,300,19,300,,,,,,,,,
466008,4661,250,1,,,%s,9,3%,10,3%,,,,,,,,,
466009,4661,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
466010,4661,350,1,,,%s,11,300,12,300,,,,,,,,,
466011,4661,400,1,,,%s,22,300,23,300,,,,,,,,,
466012,4661,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
466013,4661,500,1,,,%s,24,500,,,,,,,,,,,
467001,4671,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
467002,4671,40,1,,,%s,1,3%,,,,,,,,,,,
467003,4671,60,1,,,%s,14,300,15,300,,,,,,,,,
467004,4671,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
467005,4671,100,1,,,%s,7,3%,8,3%,,,,,,,,,
467006,4671,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
467007,4671,200,1,,,%s,17,300,19,300,,,,,,,,,
467008,4671,250,1,,,%s,9,3%,10,3%,,,,,,,,,
467009,4671,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
467010,4671,350,1,,,%s,11,300,12,300,,,,,,,,,
467011,4671,400,1,,,%s,22,300,23,300,,,,,,,,,
467012,4671,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
467013,4671,500,1,,,%s,24,500,,,,,,,,,,,
468101,4682,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
468102,4682,40,1,,,%s,1,3%,,,,,,,,,,,
468103,4682,60,1,,,%s,14,300,15,300,,,,,,,,,
468104,4682,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
468105,4682,100,1,,,%s,7,3%,8,3%,,,,,,,,,
468106,4682,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
468107,4682,200,1,,,%s,17,300,19,300,,,,,,,,,
468108,4682,250,1,,,%s,9,3%,10,3%,,,,,,,,,
468109,4682,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
468110,4682,350,1,,,%s,11,300,12,300,,,,,,,,,
468111,4682,400,1,,,%s,22,300,23,300,,,,,,,,,
468112,4682,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
468113,4682,500,1,,,%s,24,500,,,,,,,,,,,
468201,4683,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
468202,4683,40,1,,,%s,1,3%,,,,,,,,,,,
468203,4683,60,1,,,%s,14,300,15,300,,,,,,,,,
468204,4683,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
468205,4683,100,1,,,%s,7,3%,8,3%,,,,,,,,,
468206,4683,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
468207,4683,200,1,,,%s,17,300,19,300,,,,,,,,,
468208,4683,250,1,,,%s,9,3%,10,3%,,,,,,,,,
468209,4683,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
468210,4683,350,1,,,%s,11,300,12,300,,,,,,,,,
468211,4683,400,1,,,%s,22,300,23,300,,,,,,,,,
468212,4683,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
468213,4683,500,1,,,%s,24,500,,,,,,,,,,,
470001,4701,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
470002,4701,40,1,,,%s,1,3%,,,,,,,,,,,
470003,4701,60,1,,,%s,14,300,15,300,,,,,,,,,
470004,4701,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
470005,4701,100,1,,,%s,7,3%,8,3%,,,,,,,,,
470006,4701,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
470007,4701,200,1,,,%s,17,300,19,300,,,,,,,,,
470008,4701,250,1,,,%s,9,3%,10,3%,,,,,,,,,
470009,4701,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
470010,4701,350,1,,,%s,11,300,12,300,,,,,,,,,
470011,4701,400,1,,,%s,22,300,23,300,,,,,,,,,
470012,4701,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
470013,4701,500,1,,,%s,24,500,,,,,,,,,,,
476001,4761,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
476002,4761,40,1,,,%s,1,3%,,,,,,,,,,,
476003,4761,60,1,,,%s,14,300,15,300,,,,,,,,,
476004,4761,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
476005,4761,100,1,,,%s,7,3%,8,3%,,,,,,,,,
476006,4761,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
476007,4761,200,1,,,%s,17,300,19,300,,,,,,,,,
476008,4761,250,1,,,%s,9,3%,10,3%,,,,,,,,,
476009,4761,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
476010,4761,350,1,,,%s,11,300,12,300,,,,,,,,,
476011,4761,400,1,,,%s,22,300,23,300,,,,,,,,,
476012,4761,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
476013,4761,500,1,,,%s,24,500,,,,,,,,,,,
477001,4771,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
477002,4771,40,1,,,%s,1,3%,,,,,,,,,,,
477003,4771,60,1,,,%s,14,300,15,300,,,,,,,,,
477004,4771,80,2,,2,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
477005,4771,100,1,,,%s,7,3%,8,3%,,,,,,,,,
477006,4771,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
477007,4771,200,1,,,%s,17,300,19,300,,,,,,,,,
477008,4771,250,1,,,%s,9,3%,10,3%,,,,,,,,,
477009,4771,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
477010,4771,350,1,,,%s,11,300,12,300,,,,,,,,,
477011,4771,400,1,,,%s,22,300,23,300,,,,,,,,,
477012,4771,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
477013,4771,500,1,,,%s,24,500,,,,,,,,,,,
485001,4851,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
485002,4851,40,1,,,%s,1,3%,,,,,,,,,,,
485003,4851,60,1,,,%s,14,300,15,300,,,,,,,,,
485004,4851,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
485005,4851,100,1,,,%s,7,3%,8,3%,,,,,,,,,
485006,4851,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
485007,4851,200,1,,,%s,17,300,19,300,,,,,,,,,
485008,4851,250,1,,,%s,9,3%,10,3%,,,,,,,,,
485009,4851,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
485010,4851,350,1,,,%s,11,300,12,300,,,,,,,,,
485011,4851,400,1,,,%s,22,300,23,300,,,,,,,,,
485012,4851,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
485013,4851,500,1,,,%s,24,500,,,,,,,,,,,
499001,4991,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
499002,4991,40,1,,,%s,1,3%,,,,,,,,,,,
499003,4991,60,1,,,%s,14,300,15,300,,,,,,,,,
499004,4991,80,2,,18,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
499005,4991,100,1,,,%s,7,3%,8,3%,,,,,,,,,
499006,4991,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
499007,4991,200,1,,,%s,17,300,19,300,,,,,,,,,
499008,4991,250,1,,,%s,9,3%,10,3%,,,,,,,,,
499009,4991,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
499010,4991,350,1,,,%s,11,300,12,300,,,,,,,,,
499011,4991,400,1,,,%s,22,300,23,300,,,,,,,,,
499012,4991,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
499013,4991,500,1,,,%s,28,500,,,,,,,,,,,
521001,5211,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
521002,5211,40,1,,,%s,1,3%,,,,,,,,,,,
521003,5211,60,1,,,%s,14,300,15,300,,,,,,,,,
521004,5211,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
521005,5211,100,1,,,%s,7,3%,8,3%,,,,,,,,,
521006,5211,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
521007,5211,200,1,,,%s,17,300,19,300,,,,,,,,,
521008,5211,250,1,,,%s,9,3%,10,3%,,,,,,,,,
521009,5211,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
521010,5211,350,1,,,%s,11,300,12,300,,,,,,,,,
521011,5211,400,1,,,%s,22,300,23,300,,,,,,,,,
521012,5211,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
521013,5211,500,1,,,%s,24,500,,,,,,,,,,,
522101,5221,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
522102,5221,40,1,,,%s,1,3%,,,,,,,,,,,
522103,5221,60,1,,,%s,14,300,15,300,,,,,,,,,
522104,5221,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
522105,5221,100,1,,,%s,7,3%,8,3%,,,,,,,,,
522106,5221,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
522107,5221,200,1,,,%s,17,300,19,300,,,,,,,,,
522108,5221,250,1,,,%s,9,3%,10,3%,,,,,,,,,
522109,5221,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
522110,5221,350,1,,,%s,11,300,12,300,,,,,,,,,
522111,5221,400,1,,,%s,22,300,23,300,,,,,,,,,
522112,5221,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
522113,5221,500,1,,,%s,24,500,,,,,,,,,,,
524001,5241,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
524002,5241,40,1,,,%s,1,3%,,,,,,,,,,,
524003,5241,60,1,,,%s,14,300,15,300,,,,,,,,,
524004,5241,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
524005,5241,100,1,,,%s,7,3%,8,3%,,,,,,,,,
524006,5241,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
524007,5241,200,1,,,%s,17,300,19,300,,,,,,,,,
524008,5241,250,1,,,%s,9,3%,10,3%,,,,,,,,,
524009,5241,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
524010,5241,350,1,,,%s,11,300,12,300,,,,,,,,,
524011,5241,400,1,,,%s,22,300,23,300,,,,,,,,,
524012,5241,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
524013,5241,500,1,,,%s,24,500,,,,,,,,,,,
533001,5331,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
533002,5331,40,1,,,%s,1,3%,,,,,,,,,,,
533003,5331,60,1,,,%s,14,300,15,300,,,,,,,,,
533004,5331,80,2,,16,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
533005,5331,100,1,,,%s,7,3%,8,3%,,,,,,,,,
533006,5331,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
533007,5331,200,1,,,%s,17,300,19,300,,,,,,,,,
533008,5331,250,1,,,%s,9,3%,10,3%,,,,,,,,,
533009,5331,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
533010,5331,350,1,,,%s,11,300,12,300,,,,,,,,,
533011,5331,400,1,,,%s,22,300,23,300,,,,,,,,,
533012,5331,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
533013,5331,500,1,,,%s,24,500,,,,,,,,,,,
536001,5361,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
536002,5361,40,1,,,%s,1,3%,,,,,,,,,,,
536003,5361,60,1,,,%s,14,300,15,300,,,,,,,,,
536004,5361,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
536005,5361,100,1,,,%s,7,3%,8,3%,,,,,,,,,
536006,5361,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
536007,5361,200,1,,,%s,17,300,19,300,,,,,,,,,
536008,5361,250,1,,,%s,9,3%,10,3%,,,,,,,,,
536009,5361,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
536010,5361,350,1,,,%s,11,300,12,300,,,,,,,,,
536011,5361,400,1,,,%s,22,300,23,300,,,,,,,,,
536012,5361,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
536013,5361,500,1,,,%s,24,500,,,,,,,,,,,
538001,5381,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
538002,5381,40,1,,,%s,1,3%,,,,,,,,,,,
538003,5381,60,1,,,%s,14,300,15,300,,,,,,,,,
538004,5381,80,2,,7,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
538005,5381,100,1,,,%s,7,3%,8,3%,,,,,,,,,
538006,5381,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
538007,5381,200,1,,,%s,17,300,19,300,,,,,,,,,
538008,5381,250,1,,,%s,9,3%,10,3%,,,,,,,,,
538009,5381,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
538010,5381,350,1,,,%s,11,300,12,300,,,,,,,,,
538011,5381,400,1,,,%s,22,300,23,300,,,,,,,,,
538012,5381,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
538013,5381,500,1,,,%s,24,500,,,,,,,,,,,
539001,5391,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
539002,5391,40,1,,,%s,1,3%,,,,,,,,,,,
539003,5391,60,1,,,%s,14,300,15,300,,,,,,,,,
539004,5391,80,2,,5,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
539005,5391,100,1,,,%s,7,3%,8,3%,,,,,,,,,
539006,5391,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
539007,5391,200,1,,,%s,17,300,19,300,,,,,,,,,
539008,5391,250,1,,,%s,9,3%,10,3%,,,,,,,,,
539009,5391,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
539010,5391,350,1,,,%s,11,300,12,300,,,,,,,,,
539011,5391,400,1,,,%s,22,300,23,300,,,,,,,,,
539012,5391,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
539013,5391,500,1,,,%s,24,500,,,,,,,,,,,
540001,5401,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
540002,5401,40,1,,,%s,1,3%,,,,,,,,,,,
540003,5401,60,1,,,%s,14,300,15,300,,,,,,,,,
540004,5401,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
540005,5401,100,1,,,%s,7,3%,8,3%,,,,,,,,,
540006,5401,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
540007,5401,200,1,,,%s,17,300,19,300,,,,,,,,,
540008,5401,250,1,,,%s,9,3%,10,3%,,,,,,,,,
540009,5401,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
540010,5401,350,1,,,%s,11,300,12,300,,,,,,,,,
540011,5401,400,1,,,%s,22,300,23,300,,,,,,,,,
540012,5401,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
540013,5401,500,1,,,%s,24,500,,,,,,,,,,,
548001,5481,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
548002,5481,40,1,,,%s,1,3%,,,,,,,,,,,
548003,5481,60,1,,,%s,14,300,15,300,,,,,,,,,
548004,5481,80,2,,4,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
548005,5481,100,1,,,%s,7,3%,8,3%,,,,,,,,,
548006,5481,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
548007,5481,200,1,,,%s,17,300,19,300,,,,,,,,,
548008,5481,250,1,,,%s,9,3%,10,3%,,,,,,,,,
548009,5481,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
548010,5481,350,1,,,%s,11,300,12,300,,,,,,,,,
548011,5481,400,1,,,%s,22,300,23,300,,,,,,,,,
548012,5481,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
548013,5481,500,1,,,%s,24,500,,,,,,,,,,,
556001,5561,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
556002,5561,40,1,,,%s,1,3%,,,,,,,,,,,
556003,5561,60,1,,,%s,14,300,15,300,,,,,,,,,
556004,5561,80,2,,8,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
556005,5561,100,1,,,%s,7,3%,8,3%,,,,,,,,,
556006,5561,150,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
556007,5561,200,1,,,%s,17,300,19,300,,,,,,,,,
556008,5561,250,1,,,%s,9,3%,10,3%,,,,,,,,,
556009,5561,300,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
556010,5561,350,1,,,%s,11,300,12,300,,,,,,,,,
556011,5561,400,1,,,%s,22,300,23,300,,,,,,,,,
556012,5561,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
556013,5561,500,1,,,%s,24,500,,,,,,,,,,,
700001,7001,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
700002,7001,40,1,,,%s,1,3%,,,,,,,,,,,
700003,7001,60,1,,,%s,14,300,15,300,,,,,,,,,
700004,7001,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
700005,7001,100,1,,,%s,7,3%,8,3%,,,,,,,,,
700006,7001,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
700007,7001,200,1,,,%s,17,300,19,300,,,,,,,,,
700008,7001,250,1,,,%s,9,3%,10,3%,,,,,,,,,
700009,7001,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
700010,7001,350,1,,,%s,11,300,12,300,,,,,,,,,
700011,7001,400,1,,,%s,22,300,23,300,,,,,,,,,
700012,7001,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
700013,7001,500,1,,,%s,24,500,,,,,,,,,,,
701001,7011,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
701002,7011,40,1,,,%s,1,3%,,,,,,,,,,,
701003,7011,60,1,,,%s,14,300,15,300,,,,,,,,,
701004,7011,80,2,,3,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
701005,7011,100,1,,,%s,7,3%,8,3%,,,,,,,,,
701006,7011,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
701007,7011,200,1,,,%s,17,300,19,300,,,,,,,,,
701008,7011,250,1,,,%s,9,3%,10,3%,,,,,,,,,
701009,7011,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
701010,7011,350,1,,,%s,11,300,12,300,,,,,,,,,
701011,7011,400,1,,,%s,22,300,23,300,,,,,,,,,
701012,7011,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
701013,7011,500,1,,,%s,24,500,,,,,,,,,,,
702001,7021,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
702002,7021,40,1,,,%s,1,3%,,,,,,,,,,,
702003,7021,60,1,,,%s,14,300,15,300,,,,,,,,,
702004,7021,80,2,,14,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
702005,7021,100,1,,,%s,7,3%,8,3%,,,,,,,,,
702006,7021,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
702007,7021,200,1,,,%s,17,300,19,300,,,,,,,,,
702008,7021,250,1,,,%s,9,3%,10,3%,,,,,,,,,
702009,7021,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
702010,7021,350,1,,,%s,11,300,12,300,,,,,,,,,
702011,7021,400,1,,,%s,22,300,23,300,,,,,,,,,
702012,7021,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
702013,7021,500,1,,,%s,24,500,,,,,,,,,,,
703001,7031,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
703002,7031,40,1,,,%s,1,3%,,,,,,,,,,,
703003,7031,60,1,,,%s,14,300,15,300,,,,,,,,,
703004,7031,80,2,,13,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
703005,7031,100,1,,,%s,7,3%,8,3%,,,,,,,,,
703006,7031,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
703007,7031,200,1,,,%s,17,300,19,300,,,,,,,,,
703008,7031,250,1,,,%s,9,3%,10,3%,,,,,,,,,
703009,7031,300,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
703010,7031,350,1,,,%s,11,300,12,300,,,,,,,,,
703011,7031,400,1,,,%s,22,300,23,300,,,,,,,,,
703012,7031,450,3,,,所有精灵%s,1,1.00%,,,,,,,,,,,
703013,7031,500,1,,,%s,24,500,,,,,,,,,,,
704001,7041,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
704002,7041,40,1,,,%s,1,3%,,,,,,,,,,,
704003,7041,60,1,,,%s,14,300,15,300,,,,,,,,,
704004,7041,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
704005,7041,100,1,,,%s,7,3%,8,3%,,,,,,,,,
704006,7041,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
704007,7041,200,1,,,%s,17,300,19,300,,,,,,,,,
704008,7041,250,1,,,%s,9,3%,10,3%,,,,,,,,,
704009,7041,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
704010,7041,350,1,,,%s,11,300,12,300,,,,,,,,,
704011,7041,400,1,,,%s,22,300,23,300,,,,,,,,,
704012,7041,450,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
704013,7041,500,1,,,%s,24,500,,,,,,,,,,,
705001,7051,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
705002,7051,40,1,,,%s,1,3%,,,,,,,,,,,
705003,7051,60,1,,,%s,14,300,15,300,,,,,,,,,
705004,7051,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
705005,7051,100,1,,,%s,7,3%,8,3%,,,,,,,,,
705006,7051,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
705007,7051,200,1,,,%s,17,300,19,300,,,,,,,,,
705008,7051,250,1,,,%s,9,3%,10,3%,,,,,,,,,
705009,7051,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
705010,7051,350,1,,,%s,11,300,12,300,,,,,,,,,
705011,7051,400,1,,,%s,22,300,23,300,,,,,,,,,
705012,7051,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
705013,7051,500,1,,,%s,24,500,,,,,,,,,,,
706001,7061,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
706002,7061,40,1,,,%s,1,3%,,,,,,,,,,,
706003,7061,60,1,,,%s,14,300,15,300,,,,,,,,,
706004,7061,80,2,,11,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
706005,7061,100,1,,,%s,7,3%,8,3%,,,,,,,,,
706006,7061,150,3,,,所有精灵%s,7,1.00%,8,1.00%,,,,,,,,,
706007,7061,200,1,,,%s,17,300,19,300,,,,,,,,,
706008,7061,250,1,,,%s,9,3%,10,3%,,,,,,,,,
706009,7061,300,3,,,所有精灵%s,1,1%,,,,,,,,,,,
706010,7061,350,1,,,%s,11,300,12,300,,,,,,,,,
706011,7061,400,1,,,%s,22,300,23,300,,,,,,,,,
706012,7061,450,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
706013,7061,500,1,,,%s,24,500,,,,,,,,,,,
707001,7071,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
707002,7071,40,1,,,%s,1,3%,,,,,,,,,,,
707003,7071,60,1,,,%s,14,300,15,300,,,,,,,,,
707004,7071,80,2,,3,第一属性%s精灵所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
707005,7071,100,1,,,%s,7,3%,8,3%,,,,,,,,,
707006,7071,150,3,,,所有精灵%s,9,1.00%,10,1.00%,,,,,,,,,
