变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,__version
80272213,,,,,,,,,,<802723121>,<1>,<self:flagAS5() and (target:natureIntersection(list(10)) and 0.5 or 1) or 0>,,<0>,,,
80272311,,,,,,,,,,,,,,,272331,,
80272312,,,,,,,,,,,,,,,272332,,
80272313,,,,enemyForce|nodead,random(csvSelf:flagAS3() and 2 or 1),,,,,<802723111>,<1>,<1>,,<0>,,,
80272314,,,,,,,,,,<802723121>,<1>,<self:flagAS5() and (target:natureIntersection(list(10)) and 0.5 or 1) or 0>,,<0>,,,
80315111,,,2,,,,,,,,,,,,315131,,
80315112,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|rowfront|attrDiffer(""natureType"", {3})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<803151111;803151114>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;target:BspecialDamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80315211,,,2,,,,,,,,,,,,315231,,
80315212,,,2,,,,,,,,,,,,315232,,
80315213,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|rowfront|attrDiffer(""natureType"", {3})|random(csvSelf:flagAS3() and 2 or 1)",,,,,<803151111;803151114>,<self:flagAS5() and 2 or 1;1>,<1;self:flagAS7() and 1 or 0>,,<0;target:BspecialDamage()*(self:flagAS9() and 0.1 or 0.05)>,,,
80335111,,,11,,,,,,,,,,,,335131,,
80335112,,1,11,,,,,,,<803351111>,<1>,<1>,,<self:specialDamage()*0.9>,,,
80335113,,,,selfForce|nodead,"attr(""hp"",""min"",2)",,,,,<803351112>,<1>,<self:flagAS3() and 1 or 0>,,<self:specialDamage()*0.45>,,,
80335114,,,,selfForce|nodead,rowfront,,,,,<803351113;803351115>,<1;1>,<self:flagAS5() and 1 or 0;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80335211,,,11,,,,,,,,,,,,335231,,
80335212,,1,11,,,,,,,<803351111>,<1>,<1>,,<self:specialDamage()*0.9>,,,
80335213,,,,selfForce|nodead,"attr(""hp"",""min"",2)",,,,,<803351112>,<1>,<self:flagAS3() and 1 or 0>,,<self:specialDamage()*0.45>,,,
80335214,,,,selfForce|nodead,rowfront,,,,,<803351113;803351115>,<1;1>,<self:flagAS5() and 1 or 0;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80335311,,,11,,,,,,,,,,,,335331,,
80335312,,,11,,,,,,,,,,,,335332,,
80335313,,1,11,,,,,,,<803351111>,<1>,<1>,,<self:specialDamage()*0.9>,,,
80335314,,,,selfForce|nodead,"attr(""hp"",""min"",2)",,,,,<803351112>,<1>,<self:flagAS3() and 1 or 0>,,<self:specialDamage()*0.45>,,,
80335315,,,,selfForce|nodead,rowfront,,,,,<803351113;803351115>,<1;1>,<self:flagAS5() and 1 or 0;self:flagAS7() and 1 or 0>,,<0;self:flagAS9() and 1000 or 500>,,,
80366111,,,,,,,,,,,,,,,366131,,
80366112,,,,,,,,,,,,,,,366132,,
80366113,,,,,,,,,,<803663111;803663112>,<1;1>,<1;1>,,<self:flagAS3() and 3000 or 1500;self:flagAS3() and 3000 or 1500>,,,
80366114,,,,,,,,,,<803663113>,<1>,<self:flagAS5() and 1 or 0>,,<-100>,,,
80366115,,1,14,,,,,,,<803663114>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 3000 or 1500>,,,
80366211,,,,,,,,,,,,,,,366231,,
80366212,,,,,,,,,,,,,,,366232,,
80366213,,,,,,,,,,<803663111;803663112>,<1;1>,<1;1>,,<self:flagAS3() and 3000 or 1500;self:flagAS3() and 3000 or 1500>,,,
80366214,,,,,,,,,,<803663113>,<1>,<self:flagAS5() and 1 or 0>,,<-100>,,,
80366215,,1,14,,,,,,,<803663114>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 3000 or 1500>,,,
80366311,,,,,,,,,,,,,,,366331,,
80366312,,,,,,,,,,,,,,,366332,,
80366313,,,,,,,,,,<803663111;803663112>,<1;1>,<1;1>,,<self:flagAS3() and 3000 or 1500;self:flagAS3() and 3000 or 1500>,,,
80366314,,,,,,,,,,<803663113>,<1>,<self:flagAS5() and 1 or 0>,,<-100>,,,
80366315,,1,14,,,,,,,<803663114>,<1>,<self:flagAS7() and 1 or 0>,,<self:flagAS9() and 3000 or 1500>,,,
80416111,,,,,,,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416131,{prob=1;needUpdateTarget=TRUE},
80416112,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416132,{prob=1;needUpdateTarget=TRUE},
80416113,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 1>,,<self:flagAS11() and 600 or 300>,416133,{prob=1;needUpdateTarget=TRUE},
80416114,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 2>,,<self:flagAS11() and 600 or 300>,416134,{prob=self:flagAS7() and 1 or 0;needUpdateTarget=TRUE},
80416115,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 3>,,<self:flagAS11() and 600 or 300>,416135,{prob=self:flagAS8() and 1 or 0;needUpdateTarget=TRUE},
80416116,,,11,,,,,,,,,,,,416142,,
80416117,,,,enemyForce | nodead,random(csvSelf:flagAS5() and 3 or 2),,,,,<804161112>,<1>,<self:flagAS3() and 0.25 or 0.15>,,<0>,,,
80416118,,,,selfForce|nodead,"attrDiffer(""natureType"", {5})|random(1)",,,,,<804161121>,<self:flagAA5() and 2 or 1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80416211,,,,,,,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416231,{prob=1;needUpdateTarget=TRUE},
80416212,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416232,{prob=1;needUpdateTarget=TRUE},
80416213,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 1>,,<self:flagAS11() and 600 or 300>,416233,{prob=1;needUpdateTarget=TRUE},
80416214,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 2>,,<self:flagAS11() and 600 or 300>,416234,{prob=self:flagAS7() and 1 or 0;needUpdateTarget=TRUE},
80416215,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 3>,,<self:flagAS11() and 600 or 300>,416235,{prob=self:flagAS8() and 1 or 0;needUpdateTarget=TRUE},
80416216,,,11,,,,,,,,,,,,416242,,
80416217,,,,enemyForce | nodead,random(csvSelf:flagAS5() and 3 or 2),,,,,<804161112>,<1>,<self:flagAS3() and 0.25 or 0.15>,,<0>,,,
80416218,,,,selfForce|nodead,"attrDiffer(""natureType"", {5})|random(1)",,,,,<804161121>,<self:flagAA5() and 2 or 1>,<self:flagAA1() and 1 or 0>,,<0>,,,
80416311,,,,,,,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416331,{prob=1;needUpdateTarget=TRUE},
80416312,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 0>,,<self:flagAS11() and 600 or 300>,416332,{prob=1;needUpdateTarget=TRUE},
80416313,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 1>,,<self:flagAS11() and 600 or 300>,416333,{prob=1;needUpdateTarget=TRUE},
80416314,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 2>,,<self:flagAS11() and 600 or 300>,416334,{prob=self:flagAS7() and 1 or 0;needUpdateTarget=TRUE},
80416315,,,,enemyForce | nodead,"buffDifferExclude('group',{c.yinshenplus_oc()})|random(1)",,,,,<804161111>,<1>,<self:flagAS9() and 1 or 3>,,<self:flagAS11() and 600 or 300>,416335,{prob=self:flagAS8() and 1 or 0;needUpdateTarget=TRUE},
80416316,,,11,,,,,,,,,,,,416342,,
80416317,,,,enemyForce | nodead,random(csvSelf:flagAS5() and 3 or 2),,,,,<804161112>,<1>,<self:flagAS3() and 0.25 or 0.15>,,<0>,,,
80416318,,,,selfForce|nodead,"attrDiffer(""natureType"", {5})|random(1)",,,,,<804161121>,<self:flagAA5() and 2 or 1>,<self:flagAA1() and 1 or 0>,,<0>,,,
400000161,,1,14,,,,,,,<400001>,<999>,<1>,,<0>,,,
400000222,,1,14,,,,,,,<400007>,<3>,<1>,,<<1;1;1>>,,,
400000261,,1,14,,,,,,,<400010>,<999>,<1>,,<0>,,,
400000361,,1,14,,,,,,,<400003>,<999>,<1>,,<20000>,,,
400000461,,1,14,,,,,,,<400002>,<999>,<1>,,<0>,,,
400000462,,1,14,,,,,,,<400004>,<999>,<1>,,<0>,,,
400010123,,,4,,,,,,,<400101>,<2>,<0.4>,,<target:hpMax()*0.3>,,,
400010124,,,,enemyForce|nodead,targetRow,,,,,<400101>,<2>,<self:flagZ2() and 1 or 0>,,<target:hpMax()*0.3>,,,
400010134,,,,enemyForce|nodead,rowfront,,,,,<400102>,<2>,"<moreEqualThan(self:star(),11) and 0.6 or 0.4>",,<target:hpMax()*0.3>,,,
400010222,,,,,,,,,,<400105>,<2>,<1>,,<target:hpMax()*0.35>,,,
400010232,,,11,,,,,,,<400106>,<2>,<0.28>,,<target:hpMax()*0.35>,,,
400010261,,1,14,,,,,,,<400107>,<999>,<1>,,<0>,,,
400010331,,,,,,,,,,<400109>,<2>,"<target:hasBuffGroup(26) and 0 or (moreEqualThan(self:star(),11) and 0.8 or 0.6)>",,<target:hpMax()*0.35>,108231,,
400010361,,1,14,,,,,,,<400112;400113>,<999;999>,<1;1>,,<0;0>,,,
400020161,,,,object(1),,,,,,<400201>,<999>,<1>,,<0>,,,
400020162,,,,object(7),,,,,,<400204;400206;400211;400212>,<999;999;999;1>,<1;1;1;1>,,<<6;0;1;list(3002)>;0;0;target:hpMax()>,,,
400020261,,,,object(2),,,,,,<400202>,<999>,<1>,,<0>,,,
400020262,,,,object(8),,,,,,<400204;400207;400211;400212>,<999;999;999;1>,<1;1;1;1>,,<<6;0;1;list(3002)>;0;0;target:hpMax()>,,,
400020361,,,,object(3),,,,,,<400203>,<999>,<1>,,<0>,,,
400020362,,,,object(9),,,,,,<400204;400208;400211;400212>,<999;999;999;1>,<1;1;1;1>,,<<6;0;1;list(3002)>;0;0;target:hpMax()>,,,
400030161,,,11,,,,,,,<400301>,<1>,<(target:natureIntersection(list(2))) and 0 or 1>,,<target:hpMax()*0.16>,,,
400030162,,1,14,,,,,,,<400303>,<999>,<1>,,<0>,,,
400030261,,,,enemyForce|nodead,random(2),,,,,<400302>,<1>,<(getNowRound()==1) and 1 or 0>,,<self:specialDamage()*0.25>,,,
400030262,,,,enemyForce|nodead,random(3),,,,,<400302;400302>,<1;1>,<(getNowRound()==2) and 1 or 0;(getNowRound()==2) and 1 or 0>,,<self:specialDamage()*0.25;self:specialDamage()*0.25>,,,
400030263,,,,enemyForce|nodead,random(4),,,,,<400302;400302>,<1;1>,<(getNowRound()==3) and 1 or 0;(getNowRound()==3) and 1 or 0>,,<self:specialDamage()*0.25;self:specialDamage()*0.25>,,,
400030264,,,,enemyForce|nodead,random(5),,,,,<400302;400302;400302>,<1;1;1>,<(getNowRound()==4) and 1 or 0;(getNowRound()==4) and 1 or 0;(getNowRound()==4) and 1 or 0>,,<self:specialDamage()*0.25;self:specialDamage()*0.25;self:specialDamage()*0.25>,,,
400030265,,,,enemyForce|nodead,random(6),,,,,<400302;400302;400302>,<1;1;1>,"<moreE(getNowRound(),5) and 1 or 0;moreE(getNowRound(),5) and 1 or 0;moreE(getNowRound(),5) and 1 or 0>",,<self:specialDamage()*0.25;self:specialDamage()*0.25;self:specialDamage()*0.25>,,,
400040161,,,,selfForce()|nodead,random(1),,,,,<400404;400407>,<999;999>,<1;1>,,<0;0>,,,
400040162,,,,selfForce()|nodead,otherProcessExcept(400040161)|random(2),,,,,<400401>,<999>,<1>,,<0>,,,
400050161,,1,14,,,,,,,<400501>,<999>,<1>,,<0>,,,
400050261,,1,14,,,,,,,<400502>,<999>,<1>,,<0>,,,
400060161,,,,object(2),,,,,,<400603>,<999>,<1>,,<0>,,,
400060162,,1,14,,,,,,,<400601>,<999>,<1>,,<0>,,,
400070161,,,,selfForce()|nodead,random(1),,,,,<400701>,<999>,<1>,,<0>,,,
400070162,,,,selfForce()|nodead,otherProcessExcept(400070161)|random(1),,,,,<400702>,<999>,<1>,,<0>,,,
400070163,,,,selfForce()|nodead,"otherProcessExcept(400070161,400070162)|random(1)",,,,,<400703>,<999>,<1>,,<0>,,,
400070164,,,,selfForce()|nodead,"otherProcessExcept(400070161,400070162,400070163)|random(1)",,,,,<400704>,<999>,<1>,,<0>,,,
400070165,,,,selfForce()|nodead,"otherProcessExcept(400070161,400070162,400070163,400070164)|random(1)",,,,,<400705>,<999>,<1>,,<0>,,,
400070166,,,,selfForce()|nodead,"otherProcessExcept(400070161,400070162,400070163,400070164,400070165)|random(1)",,,,,<400706>,<999>,<1>,,<0>,,,
400070761,,1,14,,,,,,,<400708>,<999>,<1>,,<<1;1;11>>,,,
400080161,,1,14,,,,,,,<400801>,<999>,<1>,,<0>,,,
400080162,,,11,,,,,,,<400808>,<1>,<1>,,<1000>,,,
400080261,,1,14,,,,,,,<400811>,<999>,<1>,,<10000>,,,
500000011,,1,14,,,,,,,<2471111>,<1>,<1>,,<0>,,,
500000021,,1,14,,,,,,,<3211185>,<1>,<1>,,<self:hpMax()*0.2>,,,
500000111,,,11,,,,,,,<400621>,<1>,<1>,,<5000>,,,
500000121,,,,object(2),,,,,,<400622>,<1>,<target:hasBuff(400622) and 0 or 1>,,<target:hpMax()*0.7>,,,
500001111,,1,14,,,,,,,<500001>,<999>,<1>,,<0>,,,
500002111,,1,14,,,,,,,<500101>,<999>,<1>,,<0>,,,
500003111,,1,14,,,,,,,<500201>,<999>,<1>,,<0>,,,
500004111,,1,14,,,,,,,<500301>,<999>,<1>,,<0>,,,
500004112,,1,14,,,,,,,<500311>,<999>,<1>,,<-5000>,,,
500005111,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500005121,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500005131,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500005141,,1,14,,,,,,,<500402;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500005151,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500005161,,1,14,,,,,,,<500402;500404>,<999;999>,<1;1>,,<0;<1>>,,,
500006111,,1,14,,,,,,,<500500;500504;500510;500511>,<999;999;999;999>,<1;1;1;1>,,<0;0;-2000;10000>,,,
500007111,,1,14,,,,,,,<500603;500605;500602;500602;500602>,<999;999;999;999;999>,<1;1;1;1;1>,,<<1>;0;0;0;0>,,,
500007121,,1,14,,,,,,,<500603;500605;500602;500602>,<999;999;999;999>,<1;1;1;1>,,<<1>;0;0;0>,,,
500007131,,1,14,,,,,,,<500603;500605;500602;500602;500602>,<999;999;999;999;999>,<1;1;1;1;1>,,<<1>;0;0;0;0>,,,
500007141,,1,14,,,,,,,<500603;500605;500602;500602>,<999;999;999;999>,<1;1;1;1>,,<<1>;0;0;0>,,,
500007151,,1,14,,,,,,,<500603;500605;500606>,<999;999;999>,<1;1;1>,,<<1>;0;0>,,,
500007161,,1,14,,,,,,,<500603;500605;500602>,<999;999;999>,<1;1;1>,,<<1>;0;0>,,,
500008111,,1,14,,,,,,,<500701>,<999>,<1>,,<0>,,,
500008121,,1,14,,,,,,,<500704>,<999>,<1>,,<0>,,,
500008131,,1,14,,,,,,,<500704>,<999>,<1>,,<0>,,,
500008141,,1,14,,,,,,,<500704>,<999>,<1>,,<0>,,,
500009111,,1,14,,,,,,,<500801;500805;500806>,<999;999;999>,<1;1;1>,,<self:speed()*2;1;0>,,,
500009121,,1,14,,,,,,,<500803>,<999>,<1>,,<0>,,,
500009131,,1,14,,,,,,,<500803>,<999>,<1>,,<0>,,,
500009141,,1,14,,,,,,,<500803>,<999>,<1>,,<0>,,,
500010111,,1,14,,,,,,,<500901>,<999>,<1>,,<self:speed()*2>,,,
510005111,,1,14,,,,,,,<500402;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005121,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005131,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005141,,1,14,,,,,,,<500401;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005151,,1,14,,,,,,,<500402;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005161,,1,14,,,,,,,<500402;500404>,<999;999>,<1;1>,,<0;<1>>,,,
510005171,,1,14,,,,,,,<72003010>,<999>,<1>,,<0>,,,
510005181,,1,14,,,,,,,<72003010>,<999>,<1>,,<0>,,,
510005191,,1,14,,,,,,,<72003010>,<999>,<1>,,<0>,,,
510005201,,1,14,,,,,,,<72003010>,<999>,<1>,,<0>,,,
510006111,,1,14,,,,,,,<72004011>,<999>,<1>,,<0>,,,
510007111,,1,14,,,,,,,<72005011>,<999>,<1>,,<0>,,,
510008111,,1,14,,,,,,,<72007011>,<999>,<1>,,<0>,,,
510008121,,1,14,,,,,,,<72007021>,<999>,<1>,,<0>,,,
510009111,,1,14,,,,,,,<72008011>,<999>,<1>,,<0>,,,
520241011,,1,14,,,,,,,<72024101>,<999>,<1>,,<0>,,,
520242011,,1,14,,,,,,,<72024201>,<999>,<1>,,<0>,,,
520242021,,1,14,,,,,,,<72024203>,<999>,<1>,,<0>,,,
520243011,,1,14,,,,,,,<72024301>,<999>,<1>,,<0>,,,
520244011,,1,14,,,,,,,<72024401>,<999>,<1>,,<0>,,,
520245011,,1,14,,,,,,,<72024501>,<999>,<1>,,<0>,,,
520246011,,1,14,,,,,,,<72024600>,<999>,<1>,,<0>,,,
520247011,,1,14,,,,,,,<72024701>,<999>,<1>,,<0>,,,
520252011,,1,14,,,,,,,<74002011>,<999>,<1>,,<0>,,,
520252021,,1,14,,,,,,,<74002021>,<999>,<1>,,<0>,,,
520253011,,1,14,,,,,,,<74003011>,<999>,<1>,,<0>,,,
520254011,,1,14,,,,,,,<74004011>,<999>,<1>,,<0>,,,
520255011,,1,14,,,,,,,<74005011>,<999>,<1>,,<0>,,,
520256011,,1,14,,,,,,,<74006011>,<999>,<1>,,<0>,,,
520256021,,1,14,,,,,,,<74006015>,<999>,<1>,,<0>,,,
520257011,,1,14,,,,,,,<74007011>,<999>,<1>,,<0>,,,
520257021,,1,14,,,,,,,<74007021>,<999>,<1>,,<0>,,,
520258011,,1,14,,,,,,,<74008011>,<999>,<1>,,<0>,,,
520258021,,1,14,,,,,,,<74008020>,<999>,<1>,,<0>,,,
520260011,,1,14,,,,,,,<74010011>,<999>,<1>,,<0>,,,
530001011,,1,14,,,,,,,<73001011>,<999>,<1>,,<0>,,,
530002011,,1,14,,,,,,,<73002011>,<999>,<1>,,<0>,,,
530003011,,1,14,,,,,,,<73003011>,<999>,<1>,,<0>,,,
530004011,,1,14,,,,,,,<73004011>,<999>,<1>,,<0>,,,
530005011,,1,14,,,,,,,<73005011>,<999>,<1>,,<0>,,,
530006011,,1,14,,,,,,,<73006011>,<999>,<1>,,<0>,,,
530007011,,1,14,,,,,,,<73007011;73007021>,<999;999>,<1;1>,,<0;0>,,,
530007012,,1,14,,,,,,,<73007031>,<999>,<1>,,<0>,,,
540001011,,1,14,,,,,,,<75001011>,<999>,<1>,,<0>,,,
540002011,,1,14,,,,,,,<75002011>,<999>,<1>,,<0>,,,
540003011,,1,14,,,,,,,<75003011>,<999>,<1>,,<0>,,,
540004011,,1,14,,,,,,,<75004011>,<999>,<1>,,<0>,,,
540005011,,1,14,,,,,,,<75005011>,<999>,<1>,,<0>,,,
540011011,,1,14,,,,,,,<75011011>,<999>,<1>,,<0>,,,
540012011,,1,14,,,,,,,<75012011>,<999>,<1>,,<0>,,,
540012021,,1,14,,,,,,,<75012111>,<999>,<1>,,<0>,,,
540013011,,1,14,,,,,,,<75013011>,<999>,<1>,,<0>,,,
540014011,,1,14,,,,,,,<75014011>,<999>,<1>,,<0>,,,
540015011,,1,14,,,,,,,<75015011>,<999>,<1>,,<<1;1;1>>,,,
540015021,,1,14,,,,,,,<75015111>,<999>,<1>,,<0>,,,
600000011,,1,14,,,,,,,<600001>,<999>,<1>,,<0>,,,
600001011,,1,14,,,,,,,<600102;600103>,<999;999>,<1;1>,,<8000;8000>,,,
600001012,,,11,,,,,,,<600101>,<999>,<1;1>,,<8000>,,,
600001021,,1,14,,,,,,,<600101;600103>,<999;999>,<1;1>,,<5000;10000>,,,
600001022,,,11,,,,,,,<600102>,<999>,<1;1>,,<8000>,,,
600001031,,1,14,,,,,,,<600101;600102>,<999;999>,<1;1>,,<2000;8000>,,,
600001032,,,11,,,,,,,<600103>,<999>,<1;1>,,<10000>,,,
600002011,,1,14,,,,,,,<600201;600204>,<2;999>,"<1;less(countForceNum(1),6) and 1 or 0>",,<0;0>,,,
600002021,,1,14,,,,,,,<600203>,<2>,<1>,,<0>,,,
600003011,,1,14,,,,,,,<600301;600302>,<999;999>,<1;1>,,<0;<1>>,,,
600003021,,1,14,,,,,,,<600303;600302>,<999;999>,<1;1>,,<0;<1>>,,,
600003022,,,11,,,,,,,<600307>,<999>,<1>,,<1000>,,,
600003023,,,,enemyForce | nodead,selfColumn(),,,,,,,,,,263331,,
600003024,,,,enemyForce | nodead,useOtherProcess(600003022),,,,,,,,,,263332,,
600003025,,,,enemyForce | nodead,selfColumn(),,,,,,,,,,259331,,
600003026,,,,enemyForce | nodead,useOtherProcess(600003024),,,,,,,,,,259332,,
600004011,,1,14,,,,,,,<600401>,<999>,<1>,,<0>,,,
600004012,,1,14,,,,,,,<600403>,<999>,<1>,,<0>,,,
600005011,,1,14,,,,,,,<600501>,<999>,<1>,,<0>,,,
600005021,,1,14,,,,,,,<600503>,<999>,<1>,,<8000>,,,
600006011,,,4,,,,,,,,,,,,249111,,
600006021,,,,enemyForce|nodead,targetRow,,,,,,,,,,249111,,
600006031,,,12,,,,,,,,,,,,249111,,
600006061,,1,14,,,,,,,<600608>,<999>,<1>,,"<<list(24911,24912,24913);list(60000601,60000602,60000603)>>",,,
600006111,,1,14,,,,,,,<600601;600602;600603;600603>,<999;999;999;999>,<1;1;1;1>,,<0;<1>;0;0>,,,
600006121,,1,14,,,,,,,<600601;600602;600603>,<999;999;999>,<1;1;1>,,<0;<1>;0>,,,
600006131,,1,14,,,,,,,<600601;600602;600603;600603;600603>,<999;999;999;999;999>,<1;1;1;1;1>,,<0;<1>;0;0;0>,,,
600006141,,1,14,,,,,,,<600601;600602;600603;600603>,<999;999;999;999>,<1;1;1;1>,,<0;<1>;0;0>,,,
600006151,,1,14,,,,,,,<600601;600602;600603;600603;600603>,<999;999;999;999;999>,<1;1;1;1;1>,,<0;<1>;0;0;0>,,,
600006161,,1,14,,,,,,,<600601;600602;600603;600603;600603;600603>,<999;999;999;999;999;999>,<1;1;1;1;1;1>,,<0;<1>;0;0;0;0>,,,
600007011,,1,14,,,,,,,<600700>,<999>,<1>,,<<0>>,,,
600008011,,1,14,,,,,,,<600801>,<999>,<1>,,<0>,,,
600008021,,1,14,,,,,,,<600802>,<999>,<1>,,<0>,,,
600008031,,1,,,,,,,,<600804>,<1>,<1>,,<target:hpMax()>,2491111,,
600008041,,1,,,,,,,,<600805>,<1>,<1>,,<500>,2491111,,
600008051,,1,,,,,,,,<600807;2491613>,<999;999>,<target:hasBuff(2491616) and 1 or 0;target:hasBuff(2491616) and 0 or 1>,,<0;0>,2491111,,
600008061,,1,14,,,,,,,<600811>,<999>,<1>,,<0>,,,
700001011,,,,object(8),,,,,,<70000001>,<999>,<1>,,<0>,,,
700002011,,,,object(8),,,,,,<70000005>,<999>,<1>,,<0>,,,
700002012,,,,object(11),,,,,,<70000003>,<999>,<1>,,<0>,,,
700101000,,1,14,,,,,,,<70000010;70000015>,<999;999>,<1;1>,,<0;0>,,,
700101011,,,,,,,,,,<70000013>,<1>,"<lessE(target:hp()/target:hpMax(),0.1) and 1 or 0>",,<0>,9211,,
700102011,,,,,,,,,,<70000013>,<1>,"<moreE(target:sumBuffOverlayByGroup(c.debuffs_oc()),6) and 1 or 0>",,<0>,9211,,
700103011,,,,,,,,,,<70000013>,<1>,"<moreE(target:getBuffOverlayCount(70000011),6) and 1 or 0>",,<0>,9211,,
700201000,,1,14,,,,,,,<70000020>,<999>,<1>,,<0>,,,
700301000,,1,14,,,,,,,<70000030>,<999>,<1>,,<0>,,,
700401000,,1,14,,,,,,,<70000040;70000043;70000044>,<999;999;999>,<1;1;1>,,<0;0;<1>>,,,
700402000,,1,14,,,,,,,<70000041;70000043;70000044>,<999;999;999>,<1;1;1>,,<0;0;<1>>,,,
700403000,,1,14,,,,,,,<70000042;70000043;70000044>,<999;999;999>,<1;1;1>,,<0;0;<1>>,,,
700403001,,,11,,,,,,,<70000047>,<1>,<1>,,<1000>,,,
700501000,,1,11,,,,,,,<70000050>,<999>,<1>,,<0>,,,
700502000,,1,11,,,,,,,<70000051>,<999>,<1>,,<0>,,,
700503000,,1,11,,,,,,,<70000052>,<999>,<1>,,<target:hpMax()*0.2*getNowRound()>,,,
700504000,,1,14,,,,,,,<70000053>,<999>,<1>,,<0>,,,
700601010,,,,object(1),,,,,,,,,,,327171,,
700601011,,,,object(2),,,,,,,,,,,327171,,
700601012,,,,object(3),,,,,,,,,,,327171,,
700601013,,1,14,,,,,,,<70000060>,<999>,<1>,,<0>,,,
700605000,,1,14,,,,,,,<70000065>,<999>,<1>,,<-400>,,,
700701000,,1,3,,,,,,,<70000073;70000074>,<999;999>,<1;1>,,<target:damage()*3;target:specialDamage()*3>,,,
700701001,,1,2,,,,,,,<70000070>,<999>,<1>,,<50000>,,,
700701002,,1,3,,,,,,,<70000072;70000071>,<999;999>,<1;1>,,<-target:speed()*0.3;20000>,,,
700801000,,1,14,,,,,,,<80000092>,<999>,<1>,,<1000>,,,
700801001,,1,14,,,,,,,<80000094>,<999>,<1>,,<0>,,,
700801002,,1,14,,,,,,,<80000096>,<999>,<1>,,<0>,,,
700801003,,1,14,,,,,,,<80000098>,<999>,<1>,,<0>,,,
710001011,,1,14,,,,,,,<71001011;71001012;71001013;71001013;71001013;71001013>,<999;999;999;999;999;999>,<1;1;1;1;1;1>,,<0;<1>;0;0;0;0>,,,
710001012,,1,14,,,,,,,<71001012;71001015>,<999;999>,<1;1>,,<<1>;0>,,,
710001013,,1,14,,,,,,,<71001011;71001012;71001013;71001013>,<999;999;999;999>,<1;1;1;1>,,<0;<1>;0;0>,,,
